字號,字,頻次
21973,渴,236
21974,㵣,168
21978,磕,8
21981,達,315
21982,薘,1
21997,歺,3
22000,葛,190
22003,割,317
22011,薩,165
22013,𥻦,20
22019,攃,312
22021,礤,7
22022,捺,235
22026,末,337
22032,䬴,1
22033,秣,1
22043,抹,229
22050,沫,170
22055,撥,233
22059,鉢,178
22060,盋,139
22074,㳨,5
22077,𤁢,6
22078,括,295
22079,活,36
22084,聒,75
22099,闊,344
22105,活,357
22113,奪,307
22114,𡙜,236
22115,敓,190
22116,脫,1
22121,豁,168
22122,𧯆,112
22129,斡,12
22132,捾,1
22133,𣁳,1
22140,攥,1
22141,鏺,13
22147,𣸍,272
22154,侻,1
22156,脫,367
22160,捋,245
22165,掇,114
22173,撮,199
22175,跋,32
22190,拔,7
22192,鈸,129
22200,黠,1
22204,札,161
22206,蚻,1
22207,紮,176
22209,扎,60
22211,拔,353
22215,擖,55
22226,滑,280
22227,猾,260
22234,八,316
22237,捌,1
22238,扒,2
22253,穵,307
22261,察,295
22262,詧,239
22269,戛,1
22272,稭,2
22280,嘎,3
22287,軋,150
22289,揠,1
22297,殺,353
22298,煞,46
22325,鎋,4
22326,舝,4
22327,轄,196
22349,剎,9
22355,瞎,329
22359,獺,5
22360,刮,348
22369,舌,1
22377,刷,299
22386,帕,10
22397,𨰉,290
22405,屑,63
22406,楔,93
22417,切,310
22420,竊,35
22422,沏,4
22425,結,360
22427,潔,192
22428,䥛,49
22429,鍥,39
22430,桔,15
22435,拮,1
22440,節,373
22442,癤,10
22443,蝍,1
22453,血,368
22461,決,1
22465,闋,5
22467,缺,386
22469,玦,1
22472,譎,1
22473,訣,167
22484,決,303
22494,抉,2
22495,穴,301
22513,迭,28
22514,跌,77
22522,咥,1
22533,摕,1
22541,鐵,342
22542,銕,274
22544,餮,1
22545,飻,1
22554,頁,183
22570,涅,8
22571,捏,294
22582,𢧵,219
22589,齧,2
22594,臬,5
22602,蔑,39
22607,篾,286
22616,覕,5
22627,閉,4
22634,噎,152
22642,挈,2
22645,契,1
22647,鍥,1
22655,撆,277
22658,瞥,4
22665,蹩,4
22668,癟,2
22679,窒,2
22688,捩,1
22693,薛,331
22697,褻,8
22699,泄,179
22712,列,218
22713,𠛱,155
22717,烈,203
22718,洌,1
22719,冽,1
22720,裂,288
22723,鴷,1
22732,哲,236
22733,悊,192
22734,喆,192
22735,嚞,192
22736,蜇,108
22737,傑,297
22738,桀,1
22739,竭,18
22740,碣,1
22744,渴,1
22749,杰,40
22751,熱,371
22755,浙,189
22756,折,271
22762,舌,341
22766,折,220
22767,孽,290
22776,櫱,41
22779,滅,335
22780,搣,7
22782,揭,3
22787,鼈,156
22789,鄨,10
22791,憋,11
22793,絕,352
22795,㔢,1
22797,雪,353
22798,䨮,278
22802,悅,211
22803,說,1
22804,閱,194
22809,缺,4
22811,噦,2
22817,說,338
22818,拙,160
22830,啜,21
22831,輟,13
22840,綴,13
22846,劣,250
22847,𢚃,188
22848,埒,4
22859,瞥,3
22862,癟,14
22863,別,297
22865,轍,136
22866,徹,1
22868,澈,15
22873,扒,1
22874,別,178
22875,㕞,4
22876,刷,10
22880,孑,3
22885,揭,6
22886,設,294
22888,吶,2
22901,茁,2
22906,敠,4
22907,蠽,8
22908,𧓷,8
22919,撤,205
22920,硩,1
22921,徹,190
22931,掣,1
22933,抴,49
22935,藥,298
22936,躍,217
22940,鑰,148
22941,𩱲,1
22942,瀹,1
22951,籥,1
22967,略,215
22970,掠,183
22976,腳,300
22977,脚,229
22981,灼,17
22985,勺,1
22986,酌,165
22988,焯,91
22990,妁,7
22997,爍,3
22998,鑠,1
23004,若,203
23005,弱,337
23007,箬,32
23010,溺,1
23012,惹,2
23015,綽,164
23016,繛,120
23019,約,311
23021,卻,183
23022,却,159
23025,虐,244
23027,瘧,196
23029,勺,196
23031,杓,3
23033,芍,144
23040,削,315
23042,爵,204
23043,𩰥,171
23044,雀,313
23050,嚼,226
23052,鵲,197
23053,舄,3
23063,噱,3
23076,縛,215
23081,籰,27
23089,钁,54
23090,攫,2
23091,矍,1
23097,芍,1
23098,著,276
23104,著,344
23116,謔,5
23117,鐸,154
23119,度,6
23121,踱,128
23132,莫,262
23133,幕,240
23135,膜,278
23137,摸,230
23138,漠,24
23139,瘼,1
23140,寞,186
23148,落,370
23149,絡,196
23150,烙,180
23151,洛,200
23152,珞,1
23153,酪,148
23154,樂,211
23158,硌,1
23159,駱,183
23162,㓢,1
23168,雒,1
23182,託,170
23184,橐,5
23186,籜,1
23189,拓,274
23193,蘀,1
23200,作,321
23202,柞,2
23206,錯,171
23213,各,338
23214,閣,196
23215,格,3
23216,胳,117
23218,恪,1
23222,愕,11
23223,鄂,155
23224,諤,3
23229,萼,10
23230,鍔,3
23233,鶚,3
23234,鰐,16
23235,噩,9
23237,齶,8
23238,顎,40
23250,粕,17
23251,膊,9
23254,搏,12
23261,惡,352
23262,𢙣,273
23265,泊,163
23266,亳,1
23267,箔,6
23268,薄,409
23279,壑,20
23280,𧮸,1
23281,蠚,29
23282,謞,1
23283,郝,115
23288,索,273
23294,涸,8
23295,鶴,225
23305,昨,218
23306,酢,2
23310,鑿,279
23313,柞,38
23322,砟,1
23325,博,262
23326,髆,1
23327,搏,2
23328,爆,4
23345,諾,226
23346,霍,233
23350,藿,143
23358,郭,347
23359,𩫏,270
23360,𨟍,270
23369,蠖,1
23374,穫,26
23375,鑊,170
23384,廓,180
23394,陌,155
23395,帞,37
23399,貘,1
23403,驀,1
23409,𢫦,10
23413,磔,1
23414,虴,5
23424,白,360
23425,帛,148
23426,舶,8
23429,伯,256
23430,迫,183
23431,敀,149
23432,百,348
23433,柏,205
23437,劇,250
23438,屐,167
23442,㘌,116
23443,戟,128
23444,撠,1
23452,索,20
23457,柵,3
23458,䜺,4
23462,嘖,2
23464,窄,224
23465,笮,14
23469,蚱,5
23475,隙,18
23482,額,322
23483,頟,242
23489,逆,297
23495,客,382
23496,喀,8
23498,揢,9
23502,𡍩,265
23505,㿭,77
23506,𤖴,3
23509,拍,240
23510,魄,197
23515,珀,3
23517,𤖼,3
23520,赫,147
23522,嚇,293
23529,格,355
23542,鉻,1
23549,硅,2
23551,宅,178
23552,㡯,122
23553,擇,215
23554,澤,209
23556,翟,1
23564,虢,27
23575,搦,20
23580,麥,350
23581,𧖴,259
23582,脉,275
23583,衇,254
23588,獲,251
23591,劃,210
23596,蟈,2
23599,幗,8
23600,膕,1
23603,摑,2
23612,檗,68
23613,擘,148
23627,嘖,4
23628,責,209
23632,嘖,2
23641,策,238
23642,冊,225
23643,𥬰,155
23654,柵,116
23682,覈,4
23687,核,288
23689,滆,6
23691,隔,321
23692,膈,1
23696,革,255
23706,嗝,7
23707,摘,354
23708,謫,3
23709,讁,1
23716,戹,1
23717,厄,18
23718,搤,133
23719,㧖,144
23720,軶,147
23723,呝,1
23760,昔,181
23761,𦠡,2
23763,惜,320
23774,積,225
23775,脊,297
23777,借,46
23778,迹,30
23779,跡,213
23782,𪃹,2
23785,𩺀,2
23786,鯽,4
23792,益,226
23800,繹,7
23801,睪,1
23802,亦,177
23804,奕,14
23806,譯,201
23809,驛,11
23812,腋,134
23813,掖,4
23815,易,181
23816,液,181
23823,墿,1
23833,釋,195
23836,適,181
23849,尺,312
23850,赤,220
23851,烾,156
23853,㡿,132
23854,斥,151
23860,石,327
23861,碩,28
23867,隻,295
23868,適,2
23869,炙,131
23871,摭,15
23873,蹠,1
23874,跖,1
23880,擲,122
23881,擿,108
23883,躑,1
23884,蹢,1
23889,刺,12
23895,席,328
23896,夕,173
23900,蓆,42
23901,籍,209
23904,藉,126
23907,瘠,1
23917,闢,160
23918,辟,17
23923,役,271
23925,疫,240
23937,辟,18
23938,璧,194
23939,鐴,6
23944,僻,220
23945,辟,157
23946,癖,19
23949,射,143
23950,碧,244
23952,彳,1
23957,錫,334
23958,析,190
23959,㭊,148
23961,皙,3
23964,蜥,1
23966,淅,1
23971,激,193
23972,擊,206
23980,霹,13
23981,劈,260
23986,僻,8
23987,靂,1
23989,酈,4
23991,轢,1
23994,礫,4
23999,櫟,1
24001,歷,219
24002,曆,162
24004,瀝,5
24032,的,184
24034,嫡,151
24037,鏑,2
24039,滴,306
24058,檄,3
24071,荻,1
24072,狄,161
24073,敵,231
24075,翟,3
24076,迪,4
24079,笛,304
24080,𥴦,227
24081,糴,125
24082,籴,93
24084,滌,3
24101,逷,1
24105,剔,188
24106,𠜓,140
24108,惕,31
24111,摘,1
24112,踢,345
24121,績,210
24122,勣,1
24128,喫,34
24129,𠿊,1
24136,溺,149
24138,寂,170
24139,𡧘,132
24140,𡧯,69
24143,覓,183
24144,覛,120
24151,羃,1
24152,汨,1
24170,壁,369
24180,鶪,1
24185,戚,215
24197,鬩,1
24214,職,202
24215,軄,156
24217,織,330
24223,直,343
24227,力,368
24236,敕,2
24237,勅,1
24238,飭,51
24252,稙,67
24253,食,319
24254,蝕,193
24255,息,256
24260,熄,265
24268,殖,165
24269,植,218
24270,埴,1
24271,𡑠,1
24274,識,280
24275,式,204
24276,拭,27
24277,𢂑,1
24278,軾,2
24279,飾,183
24293,極,322
24294,匿,160
24300,測,217
24301,惻,11
24306,憶,214
24307,億,185
24308,臆,4
24314,薏,6
24315,𦺳,1
24320,抑,161
24322,癔,1
24323,色,337
24325,嗇,155
24327,穡,3
24342,棘,23
24350,弋,6
24352,翌,3
24355,翼,231
24356,𩙺,151
24357,𦏵,11
24384,即,212
24385,卽,152
24386,稷,11
24393,鯽,185
24397,唧,1
24398,𪃹,1
24400,逼,297
24401,偪,225
24410,域,259
24424,洫,1
24433,緎,1
24455,仄,13
24459,側,236
24485,德,246
24486,惪,183
24489,得,310
24494,則,219
24495,𠟻,158
24496,𠟭,158
24497,勒,223
24498,肋,183
24509,忒,64
24511,慝,1
24515,刻,346
24516,克,198
24520,特,297
24529,黑,348
24532,墨,313
24533,默,200
24544,賊,347
24545,𧵪,279
24546,鱡,1
24547,鰂,1
24551,塞,242
24552,𡫼,164
24556,北,355
24558,菔,1
24559,蔔,10
24564,仆,2
24571,或,246
24572,惑,147
24576,國,348
24579,劾,2
24587,覆,3
24592,緝,151
24593,葺,1
24598,十,334
24599,什,152
24600,拾,207
24601,褶,6
24602,執,206
24603,汁,295
24608,習,297
24609,襲,186
24619,褶,2
24621,集,334
24622,輯,181
24623,檝,8
24630,入,346
24631,廿,8
24632,揖,118
24633,挹,59
24634,溼,245
24635,濕,287
24636,䏉,1
24637,㗱,3
24650,及,304
24651,𨕤,221
24655,笈,1
24657,蟄,169
24667,立,234
24669,粒,308
24670,笠,288
24673,䇐,3
24676,急,335
24677,汲,4
24678,給,187
24680,級,261
24681,芨,3
24682,𦳌,1
24687,岌,1
24689,泣,168
24690,㬤,6
24691,湆,1
24697,歰,142
24698,澀,206
24699,澁,142
24705,吸,281
24706,噏,195
24707,歙,1
24708,翕,7
24711,熻,22
24722,蕺,2
24726,邑,16
24759,合,314
24760,郃,2
24769,盒,209
24771,鴿,280
24772,合,171
24776,蛤,145
24781,佮,3
24789,答,348
24792,撘,209
24794,褡,4
24797,嗒,3
24801,趿,2
24802,颯,3
24803,靸,3
24804,𩎕,1
24807,𠦃,1
24812,沓,153
24823,蹹,30
24834,踏,72
24837,𦑇,1
24839,濕,1
24853,雜,353
24861,迊,3
24862,𠯗,1
24867,嘁,1
24870,拉,235
24871,搚,172
24872,㩉,172
24881,納,344
24885,衲,1
24909,欱,190
24910,㽺,1
24915,哈,22
24927,盍,4
24928,闔,2
24929,𨶩,1
24936,臘,292
24937,臈,231
24940,鑞,126
24941,蠟,278
24942,䗶,230
24949,邋,5
24951,耷,2
24952,搨,119
24953,㩉,119
24958,褡,2
24961,榻,162
24962,㯓,121
24975,塔,338
24976,搭,44
24977,嗒,1
24978,遢,5
24986,蹋,2
24987,躢,1
25011,閘,1
25012,鉀,1
25016,磕,263
25030,譫,1
25031,葉,348
25039,䈎,17
25041,接,346
25043,睫,9
25044,䀹,2
25047,婕,3
25052,攝,177
25055,歙,1
25057,𥍉,13
25060,涉,253
25061,𣻣,191
25064,獵,253
25065,鬣,1
25066,㲱,1
25067,躐,1
25086,捷,199
25101,聶,239
25102,躡,163
25103,鑷,149
25124,㳧,1
25127,顳,1
25129,囁,1
25134,懾,7
25135,慴,1
25138,摺,253
25142,襵,90
25144,妾,206
25165,輒,7
25173,曄,1
25174,曅,1
25175,饁,5
25176,燁,2
25191,靨,57
25197,帖,272
25201,貼,302
25207,協,287
25208,叶,229
25209,勰,1
25211,挾,159
25212,俠,31
25217,頰,6
25218,𩠣,1
25221,梜,1
25222,莢,14
25226,愜,3
25227,㥦,2
25231,篋,7
25234,牒,164
25235,喋,1
25237,諜,191
25243,曡,221
25244,疊,276
25256,蝶,198
25264,苶,28
25268,捻,6
25272,攝,14
25279,燮,1
25282,躞,1
25306,跕,73
25314,浹,1
25322,洽,154
25323,䨐,138
25324,狹,337
25325,陜,216
25326,陿,215
25328,峽,170
25336,恰,178
25337,掐,128
25347,煠,42
25350,牐,177
25352,夾,313
25354,筴,1
25358,袷,119
25359,裌,142
25367,眨,142
25373,插,346
25391,霎,30
25398,劄,89
25402,凹,8
25407,狎,2
25412,匣,194
25424,鴨,365
25425,壓,269
25428,閘,13
25429,押,191
25430,甲,367
25431,胛,146
25435,鉀,2
25442,啑,2
25449,呷,2
25454,業,334
25455,㸣,273
25456,鄴,2
25469,脅,213
25478,怯,163
25479,㹤,123
25487,劫,223
25493,砝,1
25496,腌,157
25497,䱒,156
25517,乏,256
25520,法,335
25521,灋,273
