id,字形,方言點,聲母,韻母,調值,調類,備註
205,蒙,星子,m,ʌŋ,24,陽平,
205,蒙,西岸,m,ieu,24,陽平,
205,蒙,保安,m,ɔŋ,25,陽平,
205,蒙,連州,m,ɛ,55,陽平,
232,籠,富川(七都話),l,uŋ,33,陽平,
232,籠,富川(八都話),l,øu,21,陽平,
232,籠,鍾山(公安),l,oŋ,23,陽平,
232,籠,賀州(九都話),l,ɛŋ,213,陽平,
232,籠,湖南(道縣),l,ɯə,31,陽平,
232,籠,江永城關(白水村),l,oŋ,41,陽平,
232,籠,豐陽,l,ɔŋ,31,陽平,
232,籠,星子,l,ʌŋ,24,陽平,
232,籠,西岸,l,ieu,24,陽平,
232,籠,保安,l,ɔŋ,25,陽平,
232,籠,連州,l,ɛ,55,陽平,
240,聾,富川(七都話),l,uŋ,33,陽平,
240,聾,富川(八都話),l,øu,21,陽平,
240,聾,鍾山(公安),l,oŋ,23,陽平,
240,聾,賀州(九都話),l,ɛŋ,213,陽平,
240,聾,湖南(道縣),l,ie,31,陽平,
240,聾,豐陽,l,ɔŋ,31,陽平,
240,聾,星子,l,ʌŋ,24,陽平,
240,聾,西岸,l,ieu,24,陽平,
240,聾,保安,l,ɔŋ,25,陽平,
240,聾,連州,l,ɛ,55,陽平,
259,洪,富川(七都話),x,aŋ,33,陽平,
259,洪,富川(八都話),s,iu,35,陰入,
259,洪,鍾山(公安),h,oŋ,23,陽平,
259,洪,賀州(九都話),x,əŋ,213,陽平,
259,洪,湖南(道縣),x,i,31,陽平,
259,洪,江永城關(白水村),x,ai,41,陽平,
259,洪,豐陽,h,ɔŋ,31,陽平,
259,洪,星子,h,ʌŋ,24,陽平,
259,洪,西岸,h,ieu,24,陽平,
259,洪,保安,h,ɔŋ,25,陽平,
259,洪,連州,h,ɛ,55,陽平,
262,紅,富川(七都話),s,y,33,陽平,
262,紅,富川(八都話),s,iu,35,陰入,
262,紅,鍾山(公安),h,oŋ,23,陽平,
262,紅,賀州(九都話),x,əŋ,213,陽平,
262,紅,湖南(道縣),x,i,31,陽平,
262,紅,江永城關(白水村),x,ai,41,陽平,
262,紅,豐陽,h,ɔŋ,31,陽平,
262,紅,星子,h,ʌŋ,24,陽平,
262,紅,西岸,h,ieu,24,陽平,
262,紅,保安,h,ɔŋ,25,陽平,
262,紅,連州,h,ɛ,55,陽平,
263,虹,富川(七都話),k,aŋ,44,陰去,
263,虹,富川(八都話),t,aŋ,22,陽上,
263,虹,鍾山(公安),0,oŋ,23,陽平,
263,虹,賀州(九都話),x,əŋ,213,陽平,
263,虹,湖南(道縣),k,uŋ,33,陰去,
263,虹,江永城關(白水村),l,ai,41,陽平,
263,虹,豐陽,h,ɔŋ,31,陽平,
263,虹,星子,h,ʌŋ,24,陽平,
263,虹,西岸,h,ieu,24,陽平,
263,虹,保安,h,ɔŋ,25,陽平,
263,虹,連州,h,ɛ,55,陽平,
265,鴻,富川(七都話),x,aŋ,33,陽平,
265,鴻,富川(八都話),s,iu,35,陰入,
265,鴻,鍾山(公安),h,oŋ,23,陽平,
265,鴻,賀州(九都話),x,əŋ,213,陽平,
265,鴻,湖南(道縣),x,i,31,陽平,
265,鴻,江永城關(白水村),x,ai,41,陽平,
265,鴻,豐陽,h,ɔŋ,31,陽平,
265,鴻,星子,h,ʌŋ,24,陽平,
265,鴻,西岸,h,ieu,24,陽平,
265,鴻,保安,h,ɔŋ,25,陽平,
265,鴻,連州,h,ɛ,55,陽平,
282,叢,富川(七都話),ts,uŋ,33,陽平,
282,叢,富川(八都話),ts,øu,21,陽平,
282,叢,鍾山(公安),θ,oŋ,23,陽平,
282,叢,賀州(九都話),ts,ɛŋ,213,陽平,
282,叢,湖南(道縣),ts,ie,31,陽平,
282,叢,豐陽,tsʰ,ɔŋ,31,陽平,
282,叢,星子,tsʰ,ʌŋ,24,陽平,
282,叢,西岸,tsʰ,ieu,24,陽平,
282,叢,保安,tsʰ,ɔŋ,25,陽平,
282,叢,連州,tsʰ,ɛ,55,陽平,
283,藂,富川(七都話),ts,uŋ,33,陽平,
283,藂,富川(八都話),ts,øu,21,陽平,
283,藂,鍾山(公安),θ,oŋ,23,陽平,
283,藂,賀州(九都話),ts,ɛŋ,213,陽平,
283,藂,湖南(道縣),ts,ie,31,陽平,
283,藂,豐陽,tsʰ,ɔŋ,31,陽平,
283,藂,星子,tsʰ,ʌŋ,24,陽平,
283,藂,西岸,tsʰ,ieu,24,陽平,
283,藂,保安,tsʰ,ɔŋ,25,陽平,
283,藂,連州,tsʰ,ɛ,55,陽平,
287,翁,富川(七都話),ʔ,uŋ,52,陰平,
287,翁,富川(八都話),0,øu,52,陰平,
287,翁,鍾山(公安),0,oŋ,35,陰平,
287,翁,賀州(九都話),k,ɛŋ,24,陰平,
287,翁,湖南(道縣),0,ie,54,陰平,
287,翁,江永城關(白水村),0,aŋ,44,陰平,
287,翁,豐陽,v,ɔŋ,34,陰平,
287,翁,星子,0,ʌŋ,33,陰平,
287,翁,西岸,0,ieu,31,陰平,
287,翁,保安,0,ɔŋ,33,陰平,
287,翁,連州,0,uɛ,22,陰平,
295,,富川(七都話),tsʰ,uŋ,52,陰平,
295,,富川(八都話),tsʰ,øu,52,陰平,
295,,鍾山(公安),tʃʰ,oŋ,35,陰平,
