# 徽語
id,旌德(安徽省志)_聲母,旌德(安徽省志)_韻母,旌德(安徽省志)_調值,旌德(安徽省志)_調類,績溪(安徽省志)_聲母,績溪(安徽省志)_韻母,績溪(安徽省志)_調值,績溪(安徽省志)_調類,黃山(湯口)(安徽省志)_聲母,黃山(湯口)(安徽省志)_韻母,黃山(湯口)(安徽省志)_調值,黃山(湯口)(安徽省志)_調類,黟縣(安徽省志)_聲母,黟縣(安徽省志)_韻母,黟縣(安徽省志)_調值,黟縣(安徽省志)_調類,祁門(安徽省志)_聲母,祁門(安徽省志)_韻母,祁門(安徽省志)_調值,祁門(安徽省志)_調類,屯溪(安徽省志)_聲母,屯溪(安徽省志)_韻母,屯溪(安徽省志)_調值,屯溪(安徽省志)_調類
18331,ȵ,iɔ,35,陰平,ɕ,y,31,陰平,ɬ,i,55,陰平,ʃ,yɛi,21,陰平,s,uei,11,陰平,s,i,33,陰平
18332,ȵ,iɔ,35,陰平,ɕ,y,31,陰平,ɬ,i,55,陰平,ʃ,yɛi,21,陰平,s,uei,11,陰平,s,i,33,陰平
18345,l,iɔʔ,55,入聲,l,ie,22,陽去,l,iɑ,22,陽去,l,iuʔ,32,陰入,l,ia,33,陽去,l,iu,212,陽去
18453,m,iɔʔ,55,入聲,m,ie,22,陽去,m,iɑ,22,陽去,m,iuʔ,32,陰入,m,ia,33,陽去,m,iu,212,陽去
18454,m,iɔʔ,55,入聲,m,ie,22,陽去,m,iɑ,22,陽去,m,iuʔ,32,陰入,m,ia,33,陽去,m,iu,212,陽去
18515,pʰ,ɔ,213,上聲,pʰ,ə,35,陰去,pʰ,ɔ,53,陰去,pʰ,ɑu,324,陰去,pʰ,ɔ,213,陰去,pʰ,o,42,陰去
18534,l,ɔʔ,55,入聲,l,ə,22,陽去,n,ɔ,22,陽去,n,əɐ̆ʔ,32,陰入,l,ɔ,33,陽去,l,o,212,陽去
18535,l,ɔʔ,55,入聲,l,ə,22,陽去,n,ɔ,22,陽去,n,əɐ̆ʔ,32,陰入,l,ɔ,33,陽去,l,o,212,陽去
18707,ŋ,ɷʔ,55,入聲,ŋ,ɵ,22,陽去,ŋ,ɷ,22,陽去,ŋ,auʔ,32,陰入,ŋ,ɔ,33,陽去,ŋ,o,42,陰去
18709,tʰ,oʔ,55,入聲,tʰ,ɵ,22,陽去,t,ɑ/ɐ,22,陽去陽去,tʰ,auʔ,32,陰入,tʰ,ɔ,33,陽去,tʰ,o,212,陽去
18759,pʰ,u,213,上聲,pʰ,ɵ,35,陰去,pʰ,ɷ,53,陰去,pʰ,au,324,陰去,pʰ,ɔ,213,陰去,pʰ,o,42,陰去
18763,ŋ,ɷʔ,55,入聲,ŋ,ɵ,22,陽去,ŋ,ɷ,53,陰去,ŋ,auʔ,32,陰入,ŋ,ɔ,33,陽去,ŋ,o,42,陰去
18859,ɕ,iɑʔ,55,入聲,ɕ,iɔ,22,陽去,tɬ,iĔ,22,陽去,tʃʰ,iɐ̆ʔ,32,陰入,tsʰ,iɐ̆,33,陽去,tsʰ,iɐ̆,212,陽去
18870,x,ɔ,213,上聲,x,o,213,上聲,x,uɐ̆,213,上聲,x,ɔɐ̆,53,上聲,x,ɯɐ̆,42,上聲,x,ɔ,24,陽上
18877,0,iaʔ,55,入聲,0,iɔ,22,陽去,0,iĔ,22,陽去,0,iɐ̆ʔ,32,陰入,0,iɐ̆,33,陽去,0,ia,212,陽去
18895,tɕ,iɑ,213,上聲,tɕ,iɔ,35,陰去,tɬ,iĔ,53,陰去,tʃ,iɐ̆,324,陰去,ts,iɐ̆,213,陰去,ts,iɐ̆,42,陰去
19103,l,oʔ,55,入聲,l,õ,22,陽去,l,ɔ,22,陽去,l,ɔŋʔ,32,陰入,n,ɔ̃,33,陽去,l,au,212,陽去
19180,tɕ,iŋ,213,上聲,tɕ,iɑ̃,35,陰去,tɕ,ie,53,陰去,tʃ,iɛɐ̆,21,陰平,tɕ,iæn,213,陰去,tɕ,iɛ,42,陰去
19193,p,iŋʔ,55,入聲,pʰ,iɑ̃,22,陽去,pʰ,e,22,陽去,pʰ,ɛɐ̆ʔ,32,陰入,pʰ,æ̃,33,陽去,pʰ,ɛ,212,陽去
19203,v,e,42,陽平,v,ɛ̃i,44,陽平,v,ɐ,44,陽平,0,uɑ,44,陽平,x,uæ̃,55,陽平,x,uɛ,42,陰去
19246,ŋ,eʔ,55,入聲,ŋ,ɛ̃i,22,陽去,ŋ,iɐ,22,陽去,ŋ,ɑʔ,32,陰入,ŋ,ã,33,陽去,ȵ,iɛ,212,陽去
19247,ŋ,eʔ,55,入聲,ŋ,ɛ̃i,22,陽去,ŋ,iɐ,22,陽去,ŋ,ɑʔ,32,陰入,ŋ,ã,33,陽去,ȵ,iɛ,212,陽去
19374,ɕ,iŋ,213,上聲,ɕ,iɑ̃,35,陰去,ɕ,ie,53,陰去,ʃ,ɛi,324,陰去,ɕ,iæn,213,陰去,ɕ,in,42,陰去
19485,tsʰ,iuʔ,55,入聲,tsʰ,ɪi,22,陽去,ɬ,iu,22,陽去,tʃʰ,ɐɯʔ,32,陰入,tsʰ,e,33,陽去,s,iu,212,陽去
19516,f,u,213,上聲,f,u,35,陰去,f,u,53,陰去,f,u,324,陰去,f,u,213,陰去,f,u,42,陰去
19626,m,ɔʔ,55,入聲,m,ɛ̃i,22,陽去,m,ɷ,53,陰去,m,əɐ̆ʔ,32,陰入,m,e,33,陽去,m,iu,212,陽去
19645,tʰ,iuʔ,55,入聲,tʰ,ɪi,22,陽去,tʰ,iɷ,22,陽去,l,ɐɯʔ,32,陰入,tʰ,e,33,陽去,tʰ,iu,212,陽去
19723,l,iuʔ,55,入聲,l,ɪi,22,陽去,l,iɷ,22,陽去,l,ɐɯʔ,32,陰入,l,e,33,陽去,l,iu,212,陽去
19751,0,iu,213,上聲,0,iɵ,35,陰去,0,iɷ,53,陰去,0,iɐɯ,324,陰去,0,ie,213,陰去,0,iu,42,陰去
19767,0,iŋʔ,55,入聲,0,iɑ̃,22,陽去,0,ie,53,陰去,0,əɐ̃ʔ,32,陰入,0,iæn,33,陽去,0,ian,31,陰上
19931,ȵ,iʔ,55,入聲,n,iɪ̃,22,陽去,n,iĔ,22,陽去,ȵ,iɐ̆ʔ,32,陰入,ȵ,ĩɐ̆,33,陽去,ȵ,iɐ̆,212,陽去
19970,ȵ,iʔ,55,入聲,n,iɪ̃,22,陽去,n,iĔ,22,陽去,ȵ,iɐ̆ʔ,32,陰入,ȵ,iɐ̆,33,陽去,ȵ,iɐ̆,212,陽去
20013,ts,æ,213,上聲,ts,ɔ,35,陰去,tɬ,ɑ,53,陰去,tʃ,iɐ̆,324,陰去,tʂ,ɔ̃,213,陰去,ts,ɔ,24,陽上
20015,tɕʰ,i,213,上聲,tɕʰ,iɪ̃,35,陰去,tɕʰ,iĔ,53,陰去,tʃʰ,iɐ̆,324,陰去,tɕʰ,iɐ̆,11,陰平,tɕʰ,iɐ̆,42,陰去
20069,tɕ,i,213,上聲,tɕ,iɪ̃,35,陰去,tɕ,iĔ,53,陰去,tʃ,iɐ̆,324,陰去,tɕ,iɐ̆,213,陰去,tɕ,iɐ̆,42,陰去
20080,v,uʔ,55,入聲,v,əʔ,21,入聲,v,ɷ,313,入聲,0,uʔ,32,陰入,0,u,35,陰入,0,uʔ,55,陰入
20081,v,uʔ,55,入聲,v,əʔ,21,入聲,v,ɷ,313,入聲,0,uʔ,32,陰入,0,u,35,陰入,0,uʔ,55,陰入
20082,v,uʔ,55,入聲,v,əʔ,21,入聲,v,ɷ,313,入聲,0,uʔ,32,陰入,0,u,35,陰入,0,uʔ,55,陰入
20148,kʰ,uʔ,55,入聲,kʰ,uəʔ,21,入聲,kʰ,ɷ,313,上聲,kʰ,uʔ,32,陰入,kʰ,u,35,陰入,kʰ,uʔ,55,陰入
20189,l,uʔ,55,入聲,l,əʔ,21,入聲,l,ɷ,22,陽去,l,u,21,陰平,l,u,33,陽去,l,ou,33,陰平
20290,m,uʔ,55,入聲,m,əʔ,21,入聲,m,ɷ,22,陽去,m,ɑu,21,陰平,m,u,33,陽去,m,ou,33,陰平
20303,f,uʔ,55,入聲,f,əʔ,21,入聲,f,ɷ,313,入聲,f,uʔ,32,陰入,f,u,35,陰入,f,uʔ,55,陰入
20366,l,uʔ,55,入聲,l,əʔ,21,入聲,l,ɷ,53,陰去,l,ɐɯ,21,陰平,l,e,33,陽去,l,iu,33,陰平
20400,tɕ,ioʔ,55,入聲,tɕ,yəʔ,21,入聲,tɕ,iɷ,313,入聲,tʃ,ɐɯʔ,32,陰入,tɕ,ie,35,陰入,tɕ,iuʔ,55,陰入
20438,s,uʔ,55,入聲,s,əʔ,21,入聲,ɬ,ɷ,22,陽去,s,u,21,陰平,ɕ,ie,33,陽去,ɕ,iu,33,陰平
20451,0,ioʔ,55,入聲,0,yeʔ,21,入聲,0,iɷ,313,入聲,0,iɐɯʔ,32,陰入,0,ie,35,陰入,0,iuʔ,55,陰入
20491,ȵ,iuʔ,55,入聲,n,yəʔ,21,入聲,n,iɷ,22,陽去,ȵ,iɐɯ,21,陰平,ȵ,ie,33,陽去,ȵ,iu,33,陰平
20522,ts,uʔ,55,入聲,ts,əʔ,21,入聲,tɕ,iɷ,313,入聲,t,uʔ,32,陰入,tʂ,u,35,陰入,tɕ,iuʔ,55,陰入
20638,0,uoʔ,55,入聲,v,ɔʔ,21,入聲,v,ɷ/ɑ,313,入聲,0,uʔ,32,陰入,0,u,35,陰入,v,ə,33,陰平
20645,tʰ,uʔ,55,入聲,tʰ,əʔ,21,入聲,t,ɷ,53,陰去,t,u,21,陰平,tʰ,u,33,陽去,t,ou,33,陰平
20646,tʰ,uʔ,55,入聲,tʰ,əʔ,21,入聲,t,ɷ,53,陰去,t,u,21,陰平,tʰ,u,33,陽去,t,ou,33,陰平
20717,ts,uʔ,55,入聲,ts,uəʔ,21,入聲,tɕ,iɷ,313,入聲,t,uʔ,32,陰入,tʂ,u,35,陰入,tɕ,iuʔ,55,陰入
20751,tɕʰ,ioʔ,55,入聲,tɕ,yeʔ,21,入聲,tɕ,iɷ,53,陰去,tʃʰ,ɐɯ,21,陰平,tɕʰ,ie,33,陽去,tɕʰ,iu,33,陰平
20786,0,ʮʔ,55,入聲,0,yeʔ,21,入聲,0,iɷ,22,陽去,0,iɐɯ,21,陰平,0,ie,33,陽去,0,iu,33,陰平
20840,s,uʔ,55,入聲,s,uəʔ,21,入聲,ɬ,ɷ,53,陰去,ʃ,ɐɯ,21,陰平,s,e,33,陽去,s,iu,33,陰平
20896,ts,oʔ,55,入聲,ts,oʔ,21,入聲,tɬ,ɔ,313,入聲,tʃ,ɑuʔ,32,陰入,tʂ,uɐ̆,35,陰入,ts,oʔ,55,陰入
20922,ts,oʔ,55,入聲,ts,oʔ,21,入聲,tɬ,ɔ,313,入聲,tʃ,ɑuʔ,32,陰入,tʂ,uɐ̆,35,陰入,ts,oʔ,55,陰入
20934,p,oʔ,55,入聲,p,oʔ,21,入聲,p,ɔ,313,入聲,p,ɑuʔ,32,陰入,p,ɔ,35,陰入,p,oʔ,55,陰入
20997,kʰ,oʔ,55,入聲,kʰ,ɔʔ,21,入聲,kʰ,ɔ,313,入聲,kʰ,ɑuʔ,32,陰入,kʰ,ɔ,35,陰入,kʰ,oʔ,55,陰入
20998,kʰ,oʔ,55,入聲,kʰ,ɔʔ,21,入聲,kʰ,ɔ,313,入聲,kʰ,ɑuʔ,32,陰入,kʰ,ɔ,35,陰入,kʰ,oʔ,55,陰入
21102,ȵ,iʔ,55,入聲,n,ieʔ,21,入聲,n,e,53,陰去,0/ȵ,əɐ̆/iɛi,21,陰平,0,i,33,陽去,ȵ,ie,33,陰平
21129,0,iʔ,55,入聲,0,ieʔ,21,入聲,0,i,313,入聲,0,iɛiʔ,32,陰入,0,i,35,陰入,0,iʔ,55,陰入
21130,0,iʔ,55,入聲,0,ieʔ,21,入聲,0,i,313,入聲,0,iɛiʔ,32,陰入,0,i,35,陰入,0,iʔ,55,陰入
21132,tsʰ,ɿʔ,55,入聲,tɕʰ,ieʔ,21,入聲,tɬʰ,e,313,入聲,tʃʰ,ɛiʔ,32,陰入,tsʰ,i,35,陰入,tsʰ,iʔ,55,陰入
21232,s,ɿʔ,55,入聲,ɕ,ieʔ,21,入聲,ɕ,ie,313,入聲,s,ɿʔ,32,陰入,ɕ,i,35,陰入,ɕ,iʔ,55,陰入
21353,p,iʔ,55,入聲,p,ieʔ,21,入聲,p,e,313,入聲,p,ɛiʔ,32,陰入,p,i,35,陰入,p,iʔ,55,陰入
21378,tɕ,yʔ,55,入聲,tɕ,yeʔ,21,入聲,tɕ,ye,313,入聲,tʃʰ,yɛiʔ,32,陰入,tɕ,y,35,陰入,tɕ,yʔ,55,陰入
21431,l,iʔ,55,入聲,n,ieʔ,21,入聲,l,i,53,陰去,l,uɛi,21,陰平,l,y,33,陽去,l,i,33,陰平
21458,tɕʰ,iʔ,55,入聲,tsʰ,əʔ,21,入聲,tɬʰ,ɐ,313,入聲,tʃʰ,yɐɯʔ,32,陰入,tɕʰ,yɐ,35,陰入,tsʰ,əʔ,55,陰入
21588,tsʰ,ɿʔ,55,入聲,tɕʰ,ieʔ,21,入聲,tɕʰ,i,313,入聲,tʃʰ,ɛɐ̆ʔ,32,陰入,tɕʰ,i,35,陰入,tɕʰ,iʔ,55,陰入
21603,0/v,yɪʔ/ɪʔ,55,入聲,0,yæʔ,21,入聲,0,yĔ,53,陰去,ȵ,yɐ̆,21,陰平,0,yɐ̆,33,陽去,ȵ,yɐ̆,33,陰平
21628,0/v,yɪʔ/ɪʔ,55,入聲,0,yæʔ,21,入聲,0,yĔ,53,陰去,0,yɑ,21,陰平,0,yɐ̆,33,陽去,0,yɐ̆,33,陰平
21687,f,aʔ,55,入聲,f,ɔʔ,21,入聲,f,ɑ,313,入聲,f,ɔɐ̆ʔ,32,陰入,f,uɐ̆,35,陰入,f,uɐ̆ʔ,55,陰入
21690,m,aʔ,55,入聲,m,ɔʔ,21,入聲,m,uɐ̃,53,陰去,m,ɔɐ̆,21,陰平,m,uɐ̆,33,陽去,m,uɐ̆,33,陰平
21691,m,aʔ,55,入聲,m,ɔʔ,21,入聲,m,uɐ̃,53,陰去,m,ɔɐ̆,21,陰平,m,uɐ̆,33,陽去,m,uɐ̆,33,陰平
21692,m,aʔ,55,入聲,m,ɔʔ,21,入聲,m,uɐ̃,53,陰去,m,ɔɐ̆,21,陰平,m,uɐ̆,33,陽去,m,uɐ̆,33,陰平
21706,ɕ,iʔ,55,入聲,ɕ,iæʔ,21,入聲,ɕ,iĔ,313,入聲,ʃ,iɐ̆ʔ,32,陰入,ɕ,iɐ̆,35,陰入,ɕ,iɐ̆ʔ,55,陰入
21732,k,uʔ,55,入聲,k,uəʔ,21,入聲,k,uɐ,313,入聲,k,uɐɯʔ,32,陰入,k,ua,35,陰入,k,uəʔ,55,陰入
21892,v,uʔ,55,入聲,v,əʔ,21,入聲,v,ɐ,22,陽去,0,uɐɯʔ,32,陰入,ŋ,ua,33,陽去,v,ə,33,陰平
21959,l,aʔ,55,入聲,l,ɔʔ,22,陽去,l,ɑ,53,陰去,l,ɔɐ̆,21,陰平,l,ɯɐ̆,33,陽去,l,ɔ,31,陰上
21973,kʰ,eʔ,55,入聲,kʰ,əʔ,21,入聲,kʰ,uɐ,313,入聲,kʰ,ɔɐ̆ʔ,32,陰入,kʰ,uɐ̆,35,陰入,kʰ,əʔ,55,陰入
21974,kʰ,eʔ,55,入聲,kʰ,əʔ,21,入聲,kʰ,uɐ,313,入聲,kʰ,ɔɐ̆ʔ,32,陰入,kʰ,uɐ̆,35,陰入,kʰ,əʔ,55,陰入
21981,tʰ,aʔ,55,入聲,tʰ,ɔʔ,21,入聲,tʰ,ɑ,53,陰去,tʰ,ɔɐ̆,21,陰平,tʰ,ɯɐ̆,33,陽去,tʰ,ɔʔ,42,陰去
22019,tsʰ,aʔ,55,入聲,tsʰ,ɔʔ,21,入聲,tɬʰ,ɑ,313,入聲,tʃʰ,ɔɐ̆ʔ,32,陰入,tsʰ,a,35,陰入,tsʰ,ɔʔ,55,陰入
22026,m,uʔ,55,入聲,m,oʔ,21,入聲,m,ɐ,313,入聲,m,ɔɐ̆,21,陰平,m,uɐ̆,33,陽去,m,oʔ,55,陰入
22099,kʰ,ueʔ,55,入聲,kʰ,uɔʔ,21,入聲,kʰ,uɑ,313,入聲,kʰ,uɐ̆ʔ,32,陰入,kʰ,uɐ̆,35,陰入,kʰ,uɐ̆ʔ,55,陰入
22105,x,ueʔ,55,入聲,v,ɔʔ,21,入聲,0,uɐ̆,53,陰去,0,uɐ̆,21,陰平,x,uɐ̆,33,陽去,0,uɐ̆,33,陰平
22156,tʰ,eʔ,55,入聲,tʰ,əʔ,21,入聲,tʰ,ɐ,313,入聲,tʰ,uɐ̆ʔ,32,陰入,tʰ,uɐ̆ʔ,35,陰入,tʰ,uɐ̆ʔ,55,陰入
22211,pʰ,aʔ,55,入聲,pʰ,ɔʔ,21,入聲,pʰ,uɐ̆,53,陰去,pʰ,ɔɐ̆,21,陰平,pʰ,uɐ̆,33,陽去,pʰ,uɐ̆,33,陰平
22226,x,uaʔ,55,入聲,v,ɔʔ,21,入聲,0/x,uɑ,313,入聲,x,uɐ̆ʔ,32,陰入,x,uɐ̆,33,陽去,x,uɐ̆ʔ,55,陰入
22253,v,aʔ,55,入聲,v,ɔʔ,21,入聲,v,ɑ,53,陰去,0,uɐ̆ʔ,32,陰入,0,uɐ̆,35,陰入,v,aʔ,55,陰入
22297,s,aʔ,55,入聲,s,ɔʔ,21,入聲,ɬ,ɑ,313,入聲,s,ɔɐ̆ʔ,32,陰入,ɕ,iɯɐ̆,35,陰入,s,ɔʔ,55,陰入
22355,x,aʔ,55,入聲,x,ɔʔ,21,入聲,x,ɑʔ,313,入聲,x,ɔɐ̆ʔ,32,陰入,x,ɯɐ̆,35,陰入,x,ɔʔ,55,陰入
22360,k,uaʔ,55,入聲,k,uɔʔ,21,入聲,k,uɑ,313,入聲,k,uɐ̆ʔ,32,陰入,k,uɐ̆,35,陰入,k,uɐ̆ʔ,55,陰入
22377,s,aʔ,55,入聲,s,ɔʔ,21,入聲,ɬ,ɑ,313,入聲,ʃ,uɐ̆ʔ,32,陰入,ɕ,yɐ̆ʔ,35,陰入,s,uɐ̆ʔ,55,陰入
22397,s/tsʰ,aʔ,55,入聲,tsʰ,ɔʔ,21,入聲,tɬʰ,ɔ,53,陰去,tʃ,ɔɐ̆ʔ,32,陰入,tʂ,ɯɐ̆,35,陰入,ts,ɔʔ,55,陰入
22425,tɕ,iʔ,55,入聲,tɕ,iæʔ,21,入聲,tɕʰ,iĔ,313,入聲,tʃ,iɐ̆ʔ,32,陰入,tɕ,iɐ̆,35,陰入,tɕ,iaʔ,55,陰入
22440,tɕ,iʔ,55,入聲,tɕ,iæʔ,21,入聲,tɬʰ,iĔ,313,入聲,tʃ,iɐ̆ʔ,32,陰入,tɕ,iɐ̆,35,陰入,ts,iɐ̆ʔ,55,陰入
22453,ɕ,yɪʔ,55,入聲,ɕ,yæʔ,21,入聲,ɕ,yĔ,313,入聲,ʃ,yɐ̆ʔ,32,陰入,ɕ,yɐ̆,35,陰入,ɕ,yɐ̆ʔ,55,陰入
22467,tɕʰ,yɪʔ,55,入聲,tɕʰ,yæʔ,21,入聲,tɕʰ,yĔ,313,入聲,tʃʰ,yɐ̆ʔ,32,陰入,tɕʰ,ỹɐ̆,35,陰入,tɕʰ,yɐ̆ʔ,55,陰入
22541,tʰ,iʔ,55,入聲,tʰ,iæʔ,21,入聲,tʰ,iĔ,313,入聲,tʰ,iɐ̆ʔ,32,陰入,tʰ,iɐ̆,35,陰入,tʰ,iɐ̆ʔ,55,陰入
22542,tʰ,iʔ,55,入聲,tʰ,iæʔ,21,入聲,tʰ,iĔ,313,入聲,tʰ,iɐ̆ʔ,32,陰入,tʰ,iɐ̆,35,陰入,tʰ,iɐ̆ʔ,55,陰入
22693,ɕ,iʔ,55,入聲,ɕ,iæʔ,21,入聲,ɬ,iĔ,313,入聲,ʃ,iɐ̆ʔ,32,陰入,s,yɐ̆,35,陰入,s,iɐ̆ʔ,55,陰入
22732,tɕ,iʔ,55,入聲,tɕ,iæʔ,21,入聲,tɕ,iĔ,313,入聲,tʃ,iɐ̆ʔ,32,陰入,tʂ,ĩɐ̆,35,陰入,tɕ,iaʔ,55,陰入
22733,tɕ,iʔ,55,入聲,tɕ,iæʔ,21,入聲,tɕ,iĔ,313,入聲,tʃ,iɐ̆ʔ,32,陰入,tʂ,ĩɐ̆,35,陰入,tɕ,iaʔ,55,陰入
22734,tɕ,iʔ,55,入聲,tɕ,iæʔ,21,入聲,tɕ,iĔ,313,入聲,tʃ,iɐ̆ʔ,32,陰入,tʂ,ĩɐ̆,35,陰入,tɕ,iaʔ,55,陰入
22735,tɕ,iʔ,55,入聲,tɕ,iæʔ,21,入聲,tɕ,iĔ,313,入聲,tʃ,iɐ̆ʔ,32,陰入,tʂ,ĩɐ̆,35,陰入,tɕ,iaʔ,55,陰入
22737,tɕʰ,iʔ,55,入聲,tɕʰ,iæʔ,21,入聲,tɕ,iĔ,22,陽去,tʃ,iɐ̆,21,陰平,tɕʰ,iɐ̆,33,陽去,tɕʰ,ia,33,陰平
22751,ȵ,iʔ,55,入聲,n,iæʔ,21,入聲,n,iĔ,53,陰去,ȵ,iɐ̆,21,陰平,ȵ,iɐ̆,33,陽去,ȵ,ia,33,陰平
22762,ɕ,iʔ,55,入聲,tɕʰ,yæʔ,21,入聲,tɕ,iĔ,22,陽去,tʃ,iɐ̆,21,陰平,tʂʰ,iɐ̆,33,陽去,tɕ,ia,33,陰平
22779,m,iʔ,55,入聲,m,iæʔ,21,入聲,m,iĔ,53,陰去,m,iɐ̆,21,陰平,m,iɐ̆,33,陽去,m,iɐ̆,33,陰平
22793,tɕʰ,iʔ,55,入聲,tɕʰ,yæʔ,21,入聲,tɬʰ,iĔ,313,入聲,tʃʰ,iɐ̆,21,陰平,tɕ,yɐ̆,35,陰入,tɕ,yɐ̆ʔ,55,陰入
22797,ɕ,iʔ,55,入聲,ɕ,iæʔ,21,入聲,ɬ,iĔ,313,入聲,ʃ,iɐ̆ʔ,32,陰入,s,yɐ̆,35,陰入,s,iɐ̆ʔ,55,陰入
22798,ɕ,iʔ,55,入聲,ɕ,iæʔ,21,入聲,ɬ,iĔ,313,入聲,ʃ,iɐ̆ʔ,32,陰入,s,yɐ̆,35,陰入,s,iɐ̆ʔ,55,陰入
22817,ɕ,yɪʔ,55,入聲,ɕ,yæʔ,21,入聲,ɕ,yĔ,313,入聲,ʃ,uɐ̆ʔ,32,陰入,ɕ,yɐ̆,35,陰入,ɕ,yɐ̆ʔ,55,陰入
22935,0,iaʔ,55,入聲,0,iõʔ,21,入聲,0,iɔ,22,陽去,0,iu,21,陰平,0,iɔ,33,陽去,0,io,33,陰平
22976,tɕ,iaʔ,55,入聲,tɕ,iõʔ,21,入聲,tɕ,iɔ,313,入聲,tʃ,iuʔ,32,陰入,tɕ,iɔ,35,陰入,tɕ,ioʔ,55,陰入
22977,tɕ,iaʔ,55,入聲,tɕ,iõʔ,21,入聲,tɕ,iɔ,313,入聲,tʃ,iuʔ,32,陰入,tɕ,iɔ,35,陰入,tɕ,ioʔ,55,陰入
23005,ȵ,iaʔ,55,入聲,n,ioʔ,21,入聲,0,iɔ,22,陽去,ȵ,iu,21,陰平,0,iɔ,33,陽去,ȵ,io,33,陰平
23050,ts,aʔ,55,入聲,tɕ,ioʔ,21,入聲,tɬ,iɔʔ,313,入聲,tʃʰ,iuʔ,32,陰入,tsʰ,i,33,陽去,tɕ,ioʔ,55,陰入
23098,ts,oʔ,55,入聲,tɕʰ,ioʔ,21,入聲,,,,,,,,,,,,,,,,
23104,ts,oʔ,55,入聲,tɕʰ,ioʔ,21,入聲,,,,,,,,,,,,,,,,
23148,l,oʔ,55,入聲,l,oʔ,21,入聲,l,ɔ,22,陽去,l,ɑu,21,陰平,l,ɔ,33,陽去,l,o,33,陰平
23213,k,oʔ,55,入聲,k,oʔ,21,入聲,k,ɔ,313,入聲,k,ɑuʔ,32,陰入,k,ɔ,35,陰入,k,oʔ,55,陰入
23261,ŋ,oʔ,55,入聲,ŋ,oʔ,21,入聲,ŋ,ɔ,313,入聲,0,ɑuʔ,32,陰入,ŋ,ɔ,35,陰入,ŋ,oʔ,55,陰入
23262,ŋ,oʔ,55,入聲,ŋ,oʔ,21,入聲,ŋ,ɔ,313,入聲,0,ɑuʔ,32,陰入,ŋ,ɔ,35,陰入,ŋ,oʔ,55,陰入
23268,pʰ,oʔ,55,入聲,pʰ,oʔ,21,入聲,p,ɔ,22,陽去,p,ɑu,21,陰平,pʰ,ɔ,33,陽去,p,o,33,陰平
23288,s,oʔ,55,入聲,s,oʔ,21,入聲,ɬ,ɔ,313,入聲,ʃ,ɑuʔ,32,陰入,s,ɔ,35,陰入,s,oʔ,55,陰入
23358,k,oʔ,55,入聲,k,õʔ,21,入聲,k,ɔ,313,入聲,k,ɑuʔ,32,陰入,k,ɔ,35,陰入,k,oʔ,55,陰入
23359,k,oʔ,55,入聲,k,õʔ,21,入聲,k,ɔ,313,入聲,k,ɑuʔ,32,陰入,k,ɔ,35,陰入,k,oʔ,55,陰入
23360,k,oʔ,55,入聲,k,õʔ,21,入聲,k,ɔ,313,入聲,k,ɑuʔ,32,陰入,k,ɔ,35,陰入,k,oʔ,55,陰入
23424,pʰ,eʔ,55,入聲,pʰ,ɔʔ,21,入聲,pʰ,ɐ,313,入聲,pʰ,ɑ,21,陰平,pʰ,a,33,陽去,pʰ,a,33,陰平
23432,p,eʔ,55,入聲,p,ɔʔ,21,入聲,p,ɐ,313,入聲,p,ɑʔ,32,陰入,p,a,35,陰入,p,aʔ,55,陰入
23464,ts,eʔ,55,入聲,ts,ɔʔ,21,入聲,tɬ,ɐ,313,入聲,tʃ,ɔɐ̆,324,陰去,tʂ,a,35,陰入,ts,oʔ/aʔ,55,陰入陰入
23495,kʰ,eʔ,55,入聲,kʰ,ɔʔ,21,入聲,k,iɐ,313,入聲,kʰ,ɑʔ,32,陰入,kʰ,a,35,陰入,kʰ,aʔ,55,陰入
23580,m,eʔ,55,入聲,m,ɔʔ,21,入聲,m,ɐ,313,入聲,m,ɑ,21,陰平,m,a,33,陽去,m,a,33,陰平
23588,x,uoʔ,55,入聲,x,uɔʔ,21,入聲,x,u,22,陽去,x,uʔ,53,上聲,x,u,33,陽去,x,u,24,陽上
23641,tsʰ,eʔ,55,入聲,tɕʰ,iæʔ,21,入聲,tɬʰ,ɐ,313,入聲,tʃʰ,ɑʔ,32,陰入,tʂʰ,a,35,陰入,tsʰ,aʔ,55,陰入
23696,k,eʔ,55,入聲,k,ɔʔ,21,入聲,k,iɐ,313,入聲,k,ɑʔ,32,陰入,k,a,35,陰入,k,aʔ,55,陰入
23707,tɕ,iʔ,55,入聲,tɕ,iæʔ,21,入聲,tɬ,ɐ,313,入聲,tʃ,ɑʔ,32,陰入,tʂ,a,35,陰入,ts,aʔ,55,陰入
23925,0,ioʔ,55,入聲,0,yeʔ,21,入聲,0,ye,313,入聲,0,uɛi,21,陰平,0,yɐ,35,陰入,0,y,31,陰上
23950,p,ɿʔ,55,入聲,p,ieʔ,21,入聲,p,e,313,入聲,p,ɛiʔ,32,陰入,p,i,35,陰入,p,iʔ,55,陰入
24112,tʰ,iʔ,55,入聲,tʰ,ieʔ,21,入聲,tʰ,e,313,入聲,tʰ,ɛiʔ,32,陰入,tʰ,i,35,陰入,tʰ,iʔ,55,陰入
24170,p,ɿʔ,55,入聲,p,ieʔ,21,入聲,p,e,313,入聲,p,ɛiʔ,32,陰入,p,i,35,陰入,p,iʔ,55,陰入
