# 平話
id,寧遠(清水橋)_聲母,寧遠(清水橋)_韻母,寧遠(清水橋)_調值,寧遠(清水橋)_調類,龍勝(紅瑤)_聲母,龍勝(紅瑤)_韻母,龍勝(紅瑤)_調值,龍勝(紅瑤)_調類,靈川(三街)_聲母,靈川(三街)_韻母,靈川(三街)_調值,靈川(三街)_調類,靈川(潭下)_聲母,靈川(潭下)_韻母,靈川(潭下)_調值,靈川(潭下)_調類,桂林(朝陽)_聲母,桂林(朝陽)_韻母,桂林(朝陽)_調值,桂林(朝陽)_調類,桂林(雁山竹園)_聲母,桂林(雁山竹園)_韻母,桂林(雁山竹園)_調值,桂林(雁山竹園)_調類,臨桂(兩江)_聲母,臨桂(兩江)_韻母,臨桂(兩江)_調值,臨桂(兩江)_調類,永福(桃城)_聲母,永福(桃城)_韻母,永福(桃城)_調值,永福(桃城)_調類,陽朔(驥馬)_聲母,陽朔(驥馬)_韻母,陽朔(驥馬)_調值,陽朔(驥馬)_調類,臨桂(五通)_聲母,臨桂(五通)_韻母,臨桂(五通)_調值,臨桂(五通)_調類,融水(融水鎮)_聲母,融水(融水鎮)_韻母,融水(融水鎮)_調值,融水(融水鎮)_調類,平樂(青龍)_聲母,平樂(青龍)_韻母,平樂(青龍)_調值,平樂(青龍)_調類,富寧(剝隘)_聲母,富寧(剝隘)_韻母,富寧(剝隘)_調值,富寧(剝隘)_調類,百色(那畢)(平話音韻研究)_聲母,百色(那畢)(平話音韻研究)_韻母,百色(那畢)(平話音韻研究)_調值,百色(那畢)(平話音韻研究)_調類,馬山(喬利)_聲母,馬山(喬利)_韻母,馬山(喬利)_調值,馬山(喬利)_調類,田東(林逢)_聲母,田東(林逢)_韻母,田東(林逢)_調值,田東(林逢)_調類,賓陽(蘆墟)_聲母,賓陽(蘆墟)_韻母,賓陽(蘆墟)_調值,賓陽(蘆墟)_調類,南寧(亭子)_聲母,南寧(亭子)_韻母,南寧(亭子)_調值,南寧(亭子)_調類,橫縣(橫州)_聲母,橫縣(橫州)_韻母,橫縣(橫州)_調值,橫縣(橫州)_調類,扶綏(龍頭)_聲母,扶綏(龍頭)_韻母,扶綏(龍頭)_調值,扶綏(龍頭)_調類,龍州(上龍)_聲母,龍州(上龍)_韻母,龍州(上龍)_調值,龍州(上龍)_調類,藤縣(藤城)_聲母,藤縣(藤城)_韻母,藤縣(藤城)_調值,藤縣(藤城)_調類,鬱林(福綿)_聲母,鬱林(福綿)_韻母,鬱林(福綿)_調值,鬱林(福綿)_調類
15778,ɕ,i,55,陰去,k,iu,52,陰去,k,ɯ,35,陰去,k,ɯ,35,陰去,k,y,35,陰去,k,ai,53,去聲,k,iə,51,陰去,k,y,53,陰去,k,y,24,陰去,tɕ,iou,33,陰去,k,y,435,陰去,k,y,33,陽上,k,øi,13,陰去,k,øi,35,陰去,k,ei,35,陰去,k,øi,35,陰去,k,u,55,陰去,k,y,55,陰去,k,œi,53,陰去,k,ɤ,35,陰去,k,øi,35,陰去,k,y,,,k,y,52,陰去
15793,ɕ,y,13,陰入,s,y,52,陰去,ɕ,y,533,陽平,s,u,35,陰去,s,y,22,陽平,s,ai,21,陽上,s,y,33,上聲,s,y,53,陰去,s,y,33,陰平,ɕ,Ei,554,上聲,ɕ,ɐt,55,陰入,ɕ,y,53,陰平,s,y,44,陰平,s,øi,35,陰去,ɬ,ɐi,33,上陰入,ɬ,ɐt,33,上陰入,,,,,ɬ,ɐt,33,下陰入,s,y,55,陰平,ɬ,ɤ,35,陰去,ɬ,ət,33,上陰入,ɕ,y,,,ɕ,y,52,陰去
15795,ɕ,y,33,上聲,s,uɐi,32,上聲,ɕ,y,13,陰平,s,u,33,陽平,s,y,43,陰平,s,y,55,陰平,s,y,33,上聲,s,y,35,陰平,s,y,33,陰平,ɕ,ou,35,陰平,ɕ,y,55,陰上,ɕ,y,53,陰平,s,øi,44,陰平,s,øi,54,陰平,s,i,55,陰平,s,øi,54,陰平,s,u,34,陰平,ɕ,y,55,陰去,s,y,55,陰平,s,ɤ,53,陰平,s,øi,55,陰平,ɕ,y,53,陰平,ɕ,y,54,陰平
15801,0,y,13,陰入,0,y,21,陽去,0,y,35,陰去,0,ɯ,21,陽上,0,y,35,陰去,0,y,53,去聲,0,y,35,陰平,0,y,35,陰平,0,y,52,陽去,ȵ,iou,13,陽去,0,y,435,陰去,0,y,35,陽去,0,y,22,陽去,ȵ,øi,22,陽去,0,ei,35,陰去,ȵ,øi,22,陽去,h,u,42,陽去,0,y,223,陽去,h,y,22,陽去,,iɤ,13,陽去,0,ʮ,21,陽去,0,y,212,陽平,,,,
15802,0,y,13,陰入,0,y,21,陽去,0,y,35,陰去,0,ɯ,21,陽上,0,y,35,陰去,0,y,53,去聲,0,y,35,陰平,0,y,35,陰平,0,y,52,陽去,ȵ,iou,13,陽去,0,y,435,陰去,0,y,35,陽去,0,y,22,陽去,ȵ,øi,22,陽去,0,ei,35,陰去,ȵ,øi,22,陽去,h,u,42,陽去,0,y,223,陽去,h,y,22,陽去,,iɤ,13,陽去,0,ʮ,21,陽去,0,y,212,陽平,,,,
15804,0,y,13,陰入,0,y,21,陽去,0,y,35,陰去,0,ɯ,21,陽上,0,y,21,陽去,0,y,21,陽上,0,y,35,陰平,0,y,21,陽去,0,y,52,陽去,ȵ,iou,13,陽去,0,y,435,陰去,0,y,35,陽去,0,y,22,陽去,ȵ,øi,22,陽去,h,ei,13,陽去,ȵ,øi,22,陽去,h,u,42,陽去,0,y,223,陽去,h,y,22,陽去,,iɤ,13,陽去,0,ʮ,21,陽去,0,y,212,陽平,ʔ,y,21,陽去
15805,0,y,13,陰入,0,y,21,陽去,0,y,35,陰去,0,ɯ,21,陽上,0,y,21,陽去,0,y,21,陽上,0,y,35,陰平,0,y,21,陽去,0,y,52,陽去,ȵ,iou,13,陽去,0,y,435,陰去,0,y,35,陽去,0,y,22,陽去,ȵ,øi,22,陽去,h,ei,13,陽去,ȵ,øi,22,陽去,h,u,42,陽去,0,y,223,陽去,h,y,22,陽去,,iɤ,13,陽去,0,ʮ,21,陽去,0,y,212,陽平,ʔ,y,21,陽去
15812,,,,,f,u,21,陽去,f,u,35,陰去,f,u,35,陰去,f,u,35,陰去,f,u,21,陽上,pʰ,u,31,陽去,f,u,21,陽去,f,u,52,陽去,f,u,33,陰去,f,u,435,陰去,pʰ,u,31,陽平,pʰ,ɷk,33,下陰入,f,u,22,陽去,pʰ,ɔk,33,上陰入,f,u,22,陽去,,,,,f,u,55,陰去,f,ou,53,陰去,f,ou,35,陰去,pʰ,u,53,陽上,f,u,,,ɬ,u,52,陰去
15818,f,u,13,陰入,pʰ,u,21,陽去,pʰ,u,35,陰去,p,u,33,陽平,f,u,35,陰去,pʰ,u,21,陽上,pʰ,u,55,入聲,f,u,21,陽去,pʰ,u,52,陽去,pʰ,ou,554,上聲,f,u,435,陰去,,,,,f,ou,13,陰去,pʰ,uk,33,上陰入,f,ou,35,陰去,f,u,22,陽去,,,,,p,ɔk,33,下陰入,f,ou,53,陰去,f,ou,35,陰去,,,,,,,,,ɬ,u,52,陰去
15823,0,u,13,陰入,0,u,21,陽去,0,u,21,陽去,0,u,21,陽上,0,u,21,陽去,0,u,21,陽上,0,u,35,陰平,0,u,21,陽去,0,u,42,陰上,ŋ,u,13,陽去,0,u,435,陰去,ɸ,u,35,陽去,m,ou,22,陽去,m,ou,22,陽去,m,ou,13,陽去,m,ɔu,22,陽去,m,ou,42,陽去,m,u,223,陽去,,,,,m,u,13,陽去,m,u,21,陽去,m,u,22,陽去,m,u,21,陽去
15825,0,u,55,陰去,0,u,21,陽去,0,u,21,陽去,0,u,52,陽去,0,u,21,陽去,0,u,21,陽上,0,u,35,陰平,0,u,53,陰去,0,u,35,陰入,ŋ,u,13,陽去,0,u,435,陰去,m,ɐŋ,35,陽去,m,ɔ,22,陽去,m,ɔ,22,陽去,m,ɔ,13,陽去,m,ɔ,22,陽去,m,ou,42,陽去,m,u,223,陽去,m,ou,22,陽去,m,u,13,陽去,m,u,21,陽去,m,u,22,陽去,m,u,21,陽去
15826,0,u,55,陰去,0,u,21,陽去,0,u,21,陽去,0,u,52,陽去,0,u,21,陽去,0,u,21,陽上,0,u,35,陰平,0,u,53,陰去,0,u,35,陰入,ŋ,u,13,陽去,0,u,435,陰去,m,ɐŋ,35,陽去,m,ɔ,22,陽去,m,ɔ,22,陽去,m,ɔ,13,陽去,m,ɔ,22,陽去,m,ou,42,陽去,m,u,223,陽去,m,ou,22,陽去,m,u,13,陽去,m,u,21,陽去,m,u,22,陽去,m,u,21,陽去
15839,tɕ,y,13,陰入,k,y,21,陽去,tɕ,y,35,陰去,k,ɯ,35,陰去,k,y,35,陰去,ts,y,21,陽上,k,y,35,陰平,k,y,21,陽去,k,y,35,陰入,k/tɕ,iou/iou,35/35,陰平/陰平,k,y,435,陰去,,,,,k,øi,13,陰去,k,øi,22,陽去,k,ei,35,陰去,k,øi,22,陽去,k,u,42,陽去,k,y,223,陽去,k,y,22,陽去,k,ɤ,13,陽去,k,øi,35,陰去,k,y,22,陽去,k,y,21,陽去
15840,tɕ,y,13,陰入,k,y,21,陽去,tɕ,y,21,陽去,k,ɯ,35,陰去,k,y,21,陽去,ts,y,21,陽上,k,y,35,陰平,k,y,21,陽去,k,y,35,陰入,tɕ,iou,13,陽去,k,y,435,陰去,k,y,35,陽去,k,øi,13,陰去,k,øi,22,陽去,k,ei,22,陽上,k,øi,22,陽去,k,u,42,陽去,k,y,223,陽去,k,y,22,陽去,k,ɤ,13,陽去,k,øi,31,陽平,k,y,22,陽去,k,y,21,陽去
15843,0,y,13,陰入,0,iu,21,陽去,0,y,21,陽去,0,ɯ,52,陽去,0,y,21,陽去,0,y,21,陽上,0,iə,31,陽去,0,y,21,陽去,0,y,52,陽去,0,iou,13,陽去,0,y,435,陰去,0,y,35,陽去,0,y,22,陽去,h,øi,22,陽去,h,ei,13,陽去,h,øi,41,陽平,h,u,42,陽去,0,y,223,陽去,h,u,22,陽去,h,ɤ,33,陰上,h,u,21,陽去,0,u,212,陽平,,u,52,陰去
15851,s,ɔ,55,陰去,s,u,52,陰去,s,u,35,陰去,s,əu,35,陰去,s,u,35,陰去,s,au,53,去聲,s,ə,33,上聲,s,u,53,陰去,s,ɯə,24,陰去,s,ou,33,陰去,ɕ,u,134,陽去,s,u,33,陽上,s,ɔ,22,陽去,s,ɔ,35,陰去,s,ɔ,35,陰去,s,ɔ,35,陰去,s,ou,55,陰去,ɕ,u,55,陰去,s,ou,53,陰去,s,ɔ,35,陰去,s,ɔ,35,陰去,ɕ,y,53,陰平,ɕ,u,52,陰去
15853,f,u,13,陰入,f,u,52,陰去,f,u,35,陰去,f,u,35,陰去,f,u,35,陰去,f,u,53,去聲,f,u,51,陰去,pʰ,u,21,陽去,f,u,35,陰入,f,u,33,陰去,f,u,435,陰去,f,u,33,陽上,f,ou,13,陽去,f,u,22,陽去,f,ou,35,陰去,f/f,u/u,22/35,陽去/陰去,f,ou,55,陰去,f,u,55,陰去,f,ou,22,陽去,f,ou,13,陽去,f,u,21,陽去,f,u,22,陽去,f,u,52,陰去
15854,f,u,13,陰入,f,u,21,陽去,f,u,35,陰去,f,u,35,陰去,f,u,35,陰去,f,u,21,陽上,f,u,35,陰平,f,u,21,陽去,f,u,35,陰入,f,u,33,陰去,f,u,435,陰去,f,u,33,陽上,f,ou,22,陰去,f,u,35,陰去,f,ou,33,陰上,f,u,22,陽去,f,ou,55,陰去,f,u,55,陰去,f,ou,53,陰去,f,ou,35,陰去,f,u,55,陰平,f,u,,,f,u,13,陽上
15855,f,u,33,上聲,f,u,21,陽去,f,u,21,陽去,f,u,21,陽上,f,u,35,陰去,f,u,21,陽上,f,u,31,陽去,f,u,21,陽去,f,u,52,陽去,f,u,33,陰去,f,u,435,陰去,p,u,33,陽上,f,ou,13,陽去,f,u,22,陽去,,ou,13,陽去,f,u,22,陽去,f,ou,22,陽上,f,u,223,陽去,f,ou,22,陽去,f,ou,13,陽去,f,ou,21,陽去,f/f,u/u,35/53,陽上/陰平,f,u,21,陽去
15860,tsʰ,oi,13,陰入,tsʰ,u,52,陰去,tɕʰ,y,35,陰去,tsʰ,u,35,陰去,tsʰ,y,35,陰去,tsʰ,ai,53,去聲,tsʰ,y,35,陰平,tsʰ,y,53,陰去,kʰ,y,35,陰入,tɕʰ,iou,33,陰去,tɕʰ,y,435,陰去,tɕʰ,y,335,陰去,h,øi,13,陰去,tsʰ,øi,35,陰去,ts,i,35,陰去,tsʰ,i,35,陰去,tsʰ,u,55,陰去,tɕʰ,y,55,陰去,tsʰ,œi,53,陰去,tsʰ,ɤ,35,陰去,tsʰ,ʮ,33,陰上,tʰ,y,33,陰上,tʰ,y,52,陰去
15861,tsʰ,ɔ,35,平聲,ts,u,52,陰去,ts,u,35,陰去,ts,ɿ,35,陰去,ts,y,21,陽去,ts,y,21,陽上,ts,ə,51,陰去,ts,y,35,陰平,ts,y,35,陰入,ts,ou,33,陰去,tɕ,y,435,陰去,,,,,ts,øi,13,陰去,ts,øi,35,陰去,ts,i,35,陰去,ts,øi,35,陰去,ts,u,55,陰去,tɕ,y,55,陰去,ts,œi,53,陰去,ts,ɤ,35,陰去,ts,ʮ,33,陰上,tɕ,y,,,tɕ,y,52,陰去
15863,tɕ,y,35,平聲,ts,u,52,陰去,tɕ,y,35,陰去,t,aɯ,52,陽去,ts,y,21,陽去,ts,y,53,去聲,tʰ,iə,31,陽去,ts,y,35,陰平,ts,y,52,陽去,t,iou,13,陽去,tɕ,y,435,陰去,ɕ,y,335,陰去,ts,øi,22,陽去,ts,øi,22,陽去,ts,ei,13,陽去,ts,øi,22,陽去,ts,u,42,陽去,tɕ,y,55,陰去,ts,œi,53,陰去,ts,ɤ,35,陰去,ts,øi,21,陽去,tɕ,y,22,陽去,tɕ,y,52,陰去
15878,l,oi,55,陰去,l,y,32,上聲,l,ei,33,上聲,n,y,21,陽上,l,ɛi,23,上聲,l,əu,24,,l,ei,33,上聲,l,ei,55,,l,y,42,陰上,l,øi,554,上聲,l,øo,55,陰上,l,œ,33,陽上,l,oi,22,陽去,l,œi,13,陽上,l,øi,22,陽上,l,øi,13,陽上,l,ɔu,33,陰上,l,ɐu,33,陰上,l,ø i,13,陽上,l,øi,21,陽平,l,øi,21,陽去,l,oi,35,陽上,l,y,21,陽去
15880,,,,,m,u,21,陽去,m,u,21,陽去,m,u,35,陰去,m,u,21,陽去,m,u,21,陽上,m,u,35,陰平,m,u,21,陽去,m,u,52,陽去,m,u,13,陽去,m,u,435,陰去,,,,,,,,,m,ɔ,22,陽去,m,ou,13,陽去,m,ɔ,22,陽去,m,ou,42,陽去,m,øk,33,下陰入,m,ou,22,陽去,m,u,13,陽去,m,ɔk,11,下陽入,m,u,22,陽去,m,u,21,陽去
15881,,,,,m,u,21,陽去,m,u,21,陽去,m,u,35,陰去,m,u,21,陽去,m,əu,21,陽上,m,u,35,陰平,m,u,21,陽去,m,u,52,陽去,m,u,13,陽去,m,u,435,陰去,,,,,m,ɔ,22,陽去,m,ɔ,22,陽去,m,ou,13,陽去,m,ɔ,22,陽去,m,ou,42,陽去,m,u,223,陽去,m,ou,22,陽去,m,u,13,陽去,m,u,21,陽去,m,u,22,陽去,m,u,21,陽去
15882,,,,,m,u,21,陽去,m,u,21,陽去,m,u,35,陰去,m,u,21,陽去,m,əu,21,陽上,m,u,35,陰平,m,u,21,陽去,m,u,52,陽去,m,u,13,陽去,m,u,435,陰去,m,ɐŋ,35,陽去,,,,,m,ɔ,22,陽去,m,ou,13,陽去,m,ɔ,22,陽去,m,ou,42,陽去,m,u,223,陽去,m,ou,22,陽去,m,u,13,陽去,m,u,21,陽去,m,u,22,陽去,m,u,21,陽去
15883,ts,ɔ,33,上聲,m,u,21,陽去,m,u,21,陽去,m,u,35,陰去,m,u,21,陽去,m,əu,21,陽上,m,u,35,陰平,m,u,21,陽去,m,u,52,陽去,m,u,13,陽去,m,u,435,陰去,m,ɐŋ,35,陽去,m,ɔ,22,陽去,m,ɔ,22,陽去,m,ou,13,陽去,m,ɔ,22,陽去,m,ou,42,陽去,m,u,223,陽去,m,ou,22,陽去,m,u,13,陽去,m,u,21,陽去,m,u,22,陽去,m,u,21,陽去
15886,tʰ,ɔ,55,陰去,t,u,21,陽去,t,u,21,陽去,t,əu,52,陽去,t,u,21,陽去,t,əu,21,陽上,tʰ,ə,31,陽去,t,u,21,陽去,t,u,52,陽去,t,ou,13,陽去,t,u,435,陰去,t,u,35,陽去,t,ɔ,22,陽去,t,ɔ,22,陽去,t,ɔ,13,陽去,t,ɔ,22,陽去,t,ou,42,陽去,t,u,223,陽去,t,ou,22,陽去,t,ɔ,13,陽去,t,u,31,陽平,t,u,22,陽去,t,u,21,陽去
15888,tʰ,ɔ,55,陰去,t,u,21,陽去,t,u,21,陽去,t,əu,52,陽去,t,u,21,陽去,t,əu,21,陽上,tʰ,ə,31,陽去,t,u,21,陽去,t,u,52,陽去,t,ou,13,陽去,t,u,435,陰去,t,u,35,陽去,t,ɔ,22,陽去,t,ɔ,22,陽去,t,ɔ,13,陽去,t,ɔ,22,陽去,t,ou,42,陽去,t,u,223,陽去,t,ou,22,陽去,t,ɔ,13,陽去,t,u,31,陽平,t,u,22,陽去,t,u,21,陽去
15889,tʰ,ɔ,55,陰去,t,u,21,陽去,t,u,21,陽去,t,u,35,陰去,t,u,21,陽去,t,əu,21,陽上,tʰ,ə,31,陽去,t,u,21,陽去,t,u,52,陽去,t,ou,13,陽去,t,u,435,陰去,t,u,35,陽去,t,ɔ,22,陽去,t,ɔ,22,陽去,t,ɔ,13,陽去,t,ɔ,22,陽去,t,ou,42,陽去,t,u,223,陽去,t,ou,22,陽去,t,ɔ,13,陽去,t,u,31,陽平,t,u,22,陽去,t,u,21,陽去
15891,l,ɔ,22,陽入,l,u,21,陽去,l,u,21,陽去,n,əu,52,陽去,l,u,21,陽去,l,au,21,陽上,l,ə,31,陽去,l,u,21,陽去,l,u,52,陽去,l,ou,13,陽去,l,u,435,陰去,l,u,35,陽去,l,ɔ,22,陽去,l,ɔ,22,陽去,l,ɔ,13,陽去,l,ɔ,22,陽去,l,ou,42,陽去,l,u,223,陽去,l,ou,22,陽去,l,ɔ,35,陰去,l,ɔ,31,陽平,l,u,22,陽去,l,u,21,陽去
15892,l,ɔ,21,陽去,l,u,21,陽去,l,u,21,陽去,n,əu,52,陽去,l,u,21,陽去,l,au,21,陽上,l,ə,31,陽去,l,u,21,陽去,l,u,52,陽去,l,ou,13,陽去,l,u,435,陰去,l,u,35,陽去,,,,,l,ɔ,22,陽去,l,ɔ,13,陽去,l,ɔ,22,陽去,l,ou,42,陽去,l,u,223,陽去,l,ou,22,陽去,l,ɔ,35,陰去,m,ɔ,53,陽上,l,u,22,陽去,l,u,21,陽去
15895,l,ɔ,13,陰入,l,u,21,陽去,l,u,21,陽去,n,u,35,陰去,l,u,21,陽去,l,əu,55,陰平,l,ə,31,陽去,l,u,21,陽去,l,u,52,陽去,l,ou,13,陽去,l,u,435,陰去,,,,,l,ɔ,31,陽平,,,,,,,,,l,ɔ,22,陽去,l,ou,42,陽去,l,u,223,陽去,l,ou,22,陽去,l,ɔ,35,陰去,,,,,l,u,22,陽去,l,u,21,陽去
15897,,,,,l,u,21,陽去,l,u,21,陽去,n,o,21,陽上,l,uo,21,陽去,l,u,21,陽上,l,ou,31,陽去,l,u,21,陽去,l,u,52,陽去,l,ouʔ,13,陽入,l,ɔk,23,陽入,,,,,l,ɔk,22,上陽入,l,ɔk,33,上陰入,l,ak,22,上陽入,l,ɔk,22,陽去,l,ou,42,陽去,l,Ek,33,下陰入,l,ɔk,33,下陰入,l,ɔ,35,陰去,l,ak,33,上陰入,l,ɔk,33,下陰入,l,ɔk,33,下陰入
15904,tʰ,ɔ,55,陰去,t,u,21,陽去,t,u,35,陰去,t,u,35,陰去,t,u,21,陽去,t,əu,21,陽上,t,u,35,陰平,t,u,21,陽去,t,u,52,陽去,t,ou,13,陽去,t,u,435,陰去,,,,,t,ɔ,22,陽去,t,ɔ,22,陽去,t,ɔ,13,陽去,t,ɔ,22,陽去,t,ɔu,55,陰去,t,u,13,陽上,t,ou,53,陰去,t,u,13,陽去,t,u,53,陽上,,,,,t,u,52,陰去
15917,tʰ,ɔ,55,陰去,tʰ,u,52,陰去,tʰ,u,35,陰去,tʰ,u,35,陰去,tʰ,u,35,陰去,tʰ,au,53,去聲,tʰ,ə,51,陰去,tʰ,u,53,陰去,t,u,24,陰去,tʰ,ou,33,陰去,tʰ,u,435,陰去,tʰ,u,33,陽上,tʰ,ɔ,13,陰去,tʰ,ɔ,35,陰去,tʰ,ɔ,35,陰去,tʰ,ɔ,35,陰去,tʰ,ou,55,陰去,tʰ,u,55,陰去,tʰ,ou,53,陰去,tʰ,ɔ,35,陰去,tʰ,ɔ,33,陰上,tʰ,u,33,陰上,tʰ,u,52,陰去
15918,tʰ,ɔ,55,陰去,tʰ,u,52,陰去,tʰ,u,35,陰去,t,uə,52,陽去,tʰ,u,35,陰去,tʰ,au,53,去聲,tʰ,ə,51,陰去,tʰ,u,53,陰去,t,u,24,陰去,tʰ,ou,33,陰去,tʰ,u,435,陰去,tʰ,u,33,陽上,tʰ,u,13,陰去,tʰ,u,35,陰去,0,ok,35,陰去,tʰ,ɔ,35,陰去,tʰ,ou,55,陰去,tʰ,u,55,陰去,tʰ,ou,53,陰去,tʰ,u,35,陰去,tʰ,ɔ,33,陰上,tʰ,u,33,陰上,tʰ,u,52,陰去
15920,k,u,13,陰入,k,u,52,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,u,53,去聲,k,u,35,陰平,k,u,53,陰去,k,u,24,陰去,k,u,33,陰去,k,u,435,陰去,,,,,k,u,13,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,ou,55,陰去,k,u,55,陰去,k,ou,53,陰去,k,u,35,陰去,k,u,35,陰去,k,u,,,k,u,52,陰去
15921,k,u,13,陰入,k,u,52,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,u,53,去聲,k,u,35,陰平,k,u,53,陰去,k,u,24,陰去,k,u,33,陰去,k,u,435,陰去,k,u,35,陽去,k,u,13,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,ou,55,陰去,k,u,55,陰去,k,ou,53,陰去,k,u,35,陰去,k,u,35,陰去,k,u,,,k,u,52,陰去
15922,,,,,k,u,52,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,u,53,去聲,k,u,33,上聲,k,u,53,陰去,k,u,24,陰去,k,u,33,陰去,k,u,435,陰去,k,u,35,陽去,k,u,13,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,ou,55,陰去,k,u,55,陰去,k,ou,53,陰去,k,u,35,陰去,k,u,33,陰上,k,u,,,k,u,52,陰去
15924,,,,,k,u,52,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,u,53,去聲,k/k,u/u,35/51,陰平/陰去,k,u,53,陰去,k,u,24,陰去,k,u,554,上聲,k,u,435,陰去,k,u,35,陽去,k,ɔ,33,陰上,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,ou,55,陰去,k,u,55,陰去,k,ou,53,陰去,k,u,35,陰去,k,u,33,陰上,k,u,,,k,u,52,陰去
15928,,,,,k,u,52,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,u,53,去聲,,,,,k,u,53,陰去,k,u,24,陰去,k,u,33,陰去,k,u,435,陰去,k,u,35,陽去,k,u,13,陰去,k,u,35,陰去,k,u,35,陰去,k,u,35,陰去,k,ou,42,陽去,k,u,55,陰去,k,ou,53,陰去,k,u,35,陰去,k,u,33,陰上,k,u,,,k,u,52,陰去
15929,,,,,,,,,k,u,35,陰去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,u,435,陰去,,,,,,,,,,,,,,,,,k,u,54,陰平,,,,,k,u,55,陰去,,,,,k,u,35,陰去,k,u,33,陰上,,,,,k,u,52,陰去
15935,l,E,33,上聲,0,u,21,陽去,0,u,21,陽去,0,u,52,陽去,0,u,21,陽去,0,u,21,陽上,ʋ,u,31,陽去,0,u,21,陽去,0,u,35,陰入,ŋ,u,13,陽去,0,u,435,陰去,ɸ,u,35,陽去,ŋ,ɔ,22,陽去,ŋ,ɔ,22,陽去,ŋ,ɔ,13,陽去,ŋ,ɔ,22,陽去,ŋ,ɔu,42,陽去,ŋ,u,223,陽去,,,22,陽去,ŋ,ɔ,13,陽去,ʔ,u,33,陰上,,,22,陽去,0,ŋ,21,陽去
15943,,,,,0,u,21,陽去,0,u,21,陽去,0,u,21,陽上,0,u,21,陽去,0,u,21,陽上,ʋ,u,31,陽去,0,u,21,陽去,0,u,35,陰入,ŋ,u,13,陽去,0,u,435,陰去,ɸ,u,35,陽去,ŋ,ɔ,31,陽平,ŋ,ɔ,22,陽去,ŋ/ŋ,ɔ/u,13/41,陽去/陽平,ŋ,ɔ,22,陽去,ŋ,ɔu,34,陰平,ŋ,u,223,陽去,,,22,陽去,ŋ,ɔ,13,陽去,l/ŋ,ɔ/u,21/31,陽去/陽平,,,22,陽去,0,ŋ,21,陽去
15949,,,,,f,u,21,陽去,f,u,35,陰去,f,u,35,陰去,h,u,21,陽去,f,u,21,陽上,f,u,31,陽去,f,u,21,陽去,f,u,35,陰入,f,u,13,陽去,0,u,435,陰去,ɸ,u,35,陽去,h,u,22,陽去,h,ɔ,22,陽去,h,ɔ,13,陽去,h,ɔ,22,陽去,h,ou,42,陽去,,u,55,陰去,kʰ,ou,22,陽去,h,ɔ,13,陽去,h,u,21,陽去,0,u,212,陽平,,u,21,陽去
15950,,,,,f,u,21,陽去,f,u,35,陰去,f,u,35,陰去,h,u,21,陽去,,,,,,,,,,,,,,,,,f,u,13,陽去,0,u,435,陰去,,,,,,,,,,,,,h,u,41,陽平,h,u,41,陽平,,,,,h,u,223,陽去,kʰ,u,13,陽上,,,,,,,,,,,,,,u,31,陽平
15954,f,u,35,平聲,f,u,21,陽去,f,u,35,陰去,f,u,35,陰去,h,u,21,陽去,f,u,21,陽上,f,u,35,陰平,f,u,21,陽去,0,u,52,陽去,ŋ,u,13,陽去,0,u,435,陰去,f,u,35,陽去,h,u,22,陽去,ŋ,ɔ,22,陽去,h,ɔ,13,陽去,h,ɔ,22,陽去,ŋ,ɔu,42,陽去,h,u,223,陽去,h,ou,22,陽去,h,ɔ,13,陽去,ʔ,u,21,陽去,0,u,212,陽平,,u,21,陽去
15966,s,ən,21,陽去,ɬ,u,52,陰去,s,u,35,陰去,s,u,35,陰去,s,u,35,陰去,s,u,55,陰平,s,ə,51,陰去,s,u,53,陰去,s,u,24,陰去,s,ou,33,陰去,s,u,435,陰去,s,u,335,陰去,ɬ,oŋ,13,陰去,ɬ,ɔ,35,陰去,s,ɔ,35,陰去,ɬ,ɔ,35,陰去,ɬ,ou,55,陰去,ɬ,u,55,陰去,ʋ,ou,53,陰去,ɬ,ɔ,35,陰去,s,ɔ,35,陰去,ɬ,u,33,陰上,ɬ,u,52,陰去
15971,s,ɔ,55,陰去,ɬ,u,52,陰去,s,u,35,陰去,s,u,35,陰去,s,u,35,陰去,s,au,53,去聲,s,ə,51,陰去,s,u,53,陰去,s,u,24,陰去,s,ou,33,陰去,s,u,435,陰去,s,u,335,陰去,s,ɔ,13,陰去,ɬ,ɔ,35,陰去,s,ɔ,35,陰去,ɬ,ɔ,35,陰去,ɬ,ou,55,陰去,ɬ,u,55,陰去,ʋ,ou,53,陰去,ɬ,ɔ,35,陰去,s,ɔ,35,陰去,ɬ,u,33,陰上,ɬ,u,52,陰去
