# 閩語
id,南安(溪美鎮)_聲母,南安(溪美鎮)_韻母,南安(溪美鎮)_調值,南安(溪美鎮)_調類,漳州_聲母,漳州_韻母,漳州_調值,漳州_調類,廈門_聲母,廈門_韻母,廈門_調值,廈門_調類,漳浦_聲母,漳浦_韻母,漳浦_調值,漳浦_調類,大田_聲母,大田_韻母,大田_調值,大田_調類,大田(前路話)_聲母,大田(前路話)_韻母,大田(前路話)_調值,大田(前路話)_調類,潮州(府城話)_聲母,潮州(府城話)_韻母,潮州(府城話)_調值,潮州(府城話)_調類,潮州(漢語方音字匯)_聲母,潮州(漢語方音字匯)_韻母,潮州(漢語方音字匯)_調值,潮州(漢語方音字匯)_調類,揭陽(榕城話)_聲母,揭陽(榕城話)_韻母,揭陽(榕城話)_調值,揭陽(榕城話)_調類,澄海_聲母,澄海_韻母,澄海_調值,澄海_調類,汕頭(汕頭市區)_聲母,汕頭(汕頭市區)_韻母,汕頭(汕頭市區)_調值,汕頭(汕頭市區)_調類,海豐(海城鎮)_聲母,海豐(海城鎮)_韻母,海豐(海城鎮)_調值,海豐(海城鎮)_調類,陸豐(內湖鎮)_聲母,陸豐(內湖鎮)_韻母,陸豐(內湖鎮)_調值,陸豐(內湖鎮)_調類,大埔元洲仔(香港新界福佬話)_聲母,大埔元洲仔(香港新界福佬話)_韻母,大埔元洲仔(香港新界福佬話)_調值,大埔元洲仔(香港新界福佬話)_調類,電白(霞洞鎮黎話)_聲母,電白(霞洞鎮黎話)_韻母,電白(霞洞鎮黎話)_調值,電白(霞洞鎮黎話)_調類,海康(雷城話)_聲母,海康(雷城話)_韻母,海康(雷城話)_調值,海康(雷城話)_調類,仙游(城關話)_聲母,仙游(城關話)_韻母,仙游(城關話)_調值,仙游(城關話)_調類,莆田_聲母,莆田_韻母,莆田_調值,莆田_調類,古田_聲母,古田_韻母,古田_調值,古田_調類,馬祖_聲母,馬祖_韻母,馬祖_調值,馬祖_調類,福州_聲母,福州_韻母,福州_調值,福州_調類,福清_聲母,福清_韻母,福清_調值,福清_調類,柘榮_聲母,柘榮_韻母,柘榮_調值,柘榮_調類,福安_聲母,福安_韻母,福安_調值,福安_調類,寧德_聲母,寧德_韻母,寧德_調值,寧德_調類,崇安(崇城鎮城關話)_聲母,崇安(崇城鎮城關話)_韻母,崇安(崇城鎮城關話)_調值,崇安(崇城鎮城關話)_調類,石陂_聲母,石陂_韻母,石陂_調值,石陂_調類,建陽(潭城鎮城關話)_聲母,建陽(潭城鎮城關話)_韻母,建陽(潭城鎮城關話)_調值,建陽(潭城鎮城關話)_調類,松溪_聲母,松溪_韻母,松溪_調值,松溪_調類,建甌_聲母,建甌_韻母,建甌_調值,建甌_調類,建甌(市志)_聲母,建甌(市志)_韻母,建甌(市志)_調值,建甌(市志)_調類,沙縣(城關話)_聲母,沙縣(城關話)_韻母,沙縣(城關話)_調值,沙縣(城關話)_調類,明溪(城關話)_聲母,明溪(城關話)_韻母,明溪(城關話)_調值,明溪(城關話)_調類,三明(三元話)_聲母,三明(三元話)_韻母,三明(三元話)_調值,三明(三元話)_調類,平南(上渡雅埠)(廣西漢語方言)_聲母,平南(上渡雅埠)(廣西漢語方言)_韻母,平南(上渡雅埠)(廣西漢語方言)_調值,平南(上渡雅埠)(廣西漢語方言)_調類,中山(隆都)(珠江三角洲)_聲母,中山(隆都)(珠江三角洲)_韻母,中山(隆都)(珠江三角洲)_調值,中山(隆都)(珠江三角洲)_調類,中山(隆都)(廣東閩方言)_聲母,中山(隆都)(廣東閩方言)_韻母,中山(隆都)(廣東閩方言)_調值,中山(隆都)(廣東閩方言)_調類,中山(三鄉)_聲母,中山(三鄉)_韻母,中山(三鄉)_調值,中山(三鄉)_調類,曼谷(潮州話)_聲母,曼谷(潮州話)_韻母,曼谷(潮州話)_調值,曼谷(潮州話)_調類,將樂(城關話)_聲母,將樂(城關話)_韻母,將樂(城關話)_調值,將樂(城關話)_調類,晉江(青陽鎮)_聲母,晉江(青陽鎮)_韻母,晉江(青陽鎮)_調值,晉江(青陽鎮)_調類
86,t,aŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,,,,,,,,,,,,,s/tsʰ,iɔŋ,55,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,œŋ,533,陰平,,,,,,,,,,,,,,,,,tsʰ,uŋ,42,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,,,,,,,,,ts,ɪŋ/iɔŋ,55,陰平,,,,,,,,,ts,oŋ,33,陰平,,,,,ts,eŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,yŋ,44,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ts,œyŋ,54,平,,,,,,,,,ts,ɤŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,,,,,ts,ɔŋ/iɔŋ,13,陽平,ts,ɔŋ,24,陽平,ts,ɔŋ,55,陰平,,,,,,,,,tsʰ,oŋ,55,陽平,tsʰ,oŋ,55,陽平,tsʰ,oŋ,55,陽平,tsʰ,oŋ,55,陽平,tsʰ,oŋ,55,陽平,tsʰ,oŋ,55,陽平,tsʰ,oŋ,24,陽平,,,,,tsʰ,oŋ,31,陰上,s,oŋ,213,陰平,ts,ɒŋ,24,陽平,ts,ɒŋ,13,陽平,ts,uŋ,33,陽平,,,,,ts,uŋ,52,陽平,ts,uŋ,55,陽平,ts,uŋ,21,陽平,tsʰ,ouŋ,22,陽平,ts,oŋ,22,陽平,,,,,dz,ueiŋ,42,陽平,l,oŋ,41,第九調,ts,œyŋ,31,陽平乙,ts,ɔŋ,21,上,ts,ɔŋ,21,上聲,ts,ɔuŋ,31,陽平,tsʰ,ɤŋ,21,陽平,ts,ã,41,陽平,ɬ,ioŋ,12,陽平,s,oŋ,31,陽去,s,oŋ,31,陽去,s,oŋ,11,陽去,tsʰ,uŋ,55,陽平,tʃʰ,ɤŋ,22,陽平,,,,
94,,,,,,,,,,,,,,,,,,,,,,,,,tsʰ,oŋ,55,陽平,,,,,tsʰ,oŋ,55,陽平,,,,,tsʰ,oŋ,55,陽平,tsʰ,oŋ,55,陽平,tsʰ,oŋ,24,陽平,,,,,tsʰ,oŋ,31,陰上,s,oŋ,213,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,ioŋ,12,陽平,s,oŋ,31,陽去,s,oŋ,31,陽去,s,oŋ,11,陽去,tsʰ,uŋ,55,陽平,,,,,,,,
97,s/s,ɔŋ/iɔŋ,33/33,陰平/陰平,,,,,,,,,s,iɔŋ,55,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,iŋ/ɒŋ,54,陰平,ɬ,œŋ,533,陰平,s,yŋ,55,陰平,,,,,,,,,s,uŋ,53,陰平,s,uŋ,42,陰平,s,ouŋ,332,陰平,s,uŋ,44,陰平,s,əŋ,51,陰平,s,əŋ,53,陰平,s,eiŋ,53,陰平,,,,,,,,,s,ɔŋ,54,陰平,,,,,,,,,,,,,ɬ,uoŋ,33,陰平,s,oŋ,55,陰平,,,,,,,,,s,uŋ,33,陰平,s,iuŋ,55,陰平,,,,
98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ɬ,uoŋ,33,陰平,s,oŋ,55,陰平,,,,,,,,,s,uŋ,33,陰平,,,,,,,,
106,l,iɔŋ,24,陽平,dz,iɔŋ,13,陽平,l,iɔŋ,24,陽平,dz,iɔŋ,213,陽平,,,,,,,,,,,,,z,ĩã/oŋ,55,陽平,,,,,z,oŋ,55,陽平,,,,,,,,,,,,,,,,,,,,,,,,,ts,yøŋ,24,陽平,ts,œŋ,13,陽平,0,yŋ,33,陽平,,,,,0,yŋ,52,陽平,h,yŋ,55,陽平,x,yŋ,21,陽平,j,ouŋ,22,陽平,x,øŋ,22,陽平,h,əŋ,33,陽平,ɦ,ueiŋ,42,陽平,ɦ,eiŋ,334,陽平,,,,,0,œyŋ,21,上,0,œyŋ,21,上聲,,,,,0,iɤŋ,21,陽平,,,,,ʔ,iuŋ,12,陽平,0,ioŋ,31,陽去,,,,,,,,,z,uŋ,55,陽平,0,iuŋ,22,陽平,,,,
107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔ,iuŋ,12,陽平,0,ioŋ,31,陽去,,,,,,,,,z,uŋ,55,陽平,,,,,,,,
113,,,,,,,,,,,,,,,,,,,,,,,,,z,oŋ,55,陽平,,,,,z,oŋ,55,陽平,,,,,z,oŋ,55,陽平,z,ioŋ,55,陽平,z,ioŋ,24,陽平,,,,,z,ioŋ,11,陽平,z,ioŋ,55,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔ,iuŋ,45,陰上,0,ioŋ,31/33,陽去/陽平,0,ioŋ,33,陽平,0,ioŋ,55,陽平,z,uŋ,55,陽平,,,,,,,,
114,l,iɔŋ,24,陽平,dz,iɔŋ,13,陽平,l,iɔŋ,24,陽平,dz,iɔŋ,213,陽平,,,,,,,,,z,oŋ,55,陽平,z,oŋ,55,陽平,z,oŋ,55,陽平,z,oŋ,55,陽平,z,oŋ,55,陽平,z,ioŋ,55,陽平,z,ioŋ,24,陽平,,,,,z,ioŋ,11,陽平,z,oŋ,11,陽平,ts,yøŋ,24,陽平,ts,œŋ,13,陽平,0,yŋ,33,陽平,,,,,0,yŋ,52,陽平,0,yŋ,55,陽平,0,yŋ,21,陽平,j,ouŋ,22,陽平,0,øŋ,22,陽平,h,əŋ,33,陽平,ɦ,ueiŋ,42,陽平,ɦ,eiŋ,334,陽平,h,œyŋ,31,陽平乙,0,œyŋ,21,上,,,,,0,yɛiŋ,31,陽平,0,iɤŋ,21,陽平,0,yã,41,陽平,ʔ,iuŋ,45,陰上,0,ioŋ,31/33,陽去/陽平,0,ioŋ,33,陽平,0,ioŋ,55,陽平,z,uŋ,55,陽平,0/ŋ,iuŋ/iɔŋ,22/21,陽平/陰入,,,,
115,k/k,iɔŋ/iŋ,33/33,陰平/陰平,k,iɔŋ,44,陰平,k,ɪŋ/iɔŋ,55,陰平,k,iɔŋ,55,陰平,,,,,k,iŋ,33,陰平,k,eŋ,33,陰平,k,eŋ,33,陰平,k,eŋ,33,陰平,k,eŋ,33,陰平,k,eŋ,33,陰平,k,ioŋ,33,陰平,k,ioŋ/eŋ,33,陰平,,,,,k,iaŋ,33,陰平甲,k,oŋ,213,陰平,k,yøŋ,54,陰平,k,œŋ,533,陰平,k,yŋ,55,陰平,,,,,k,yŋ,44,陰平,k,yŋ,53,陰平,k,yŋ,42,陰平,k,øŋ,332,陰平,k,yŋ,44,陰平,k,əŋ,51,陰平,k,ueiŋ,53,陰平,k,eiŋ,53,陰平,k,œyŋ,52,陰平,k,œyŋ,54,平,k,œyŋ,54,陰平,k,œyŋ,33,陰平,k,iɤŋ,33,陰平,k,iam,553,陰平,k,iuŋ,33,陰平,k,oŋ,55,陰平,k,oŋ,55,陰平,k,ioŋ,33,陰平,k,eŋ,33,陰平,k,iuŋ,55,陰平,,,,
116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,uoŋ,33,陰平,k,oŋ,55,陰平,,,,,,,,,k,iuŋ,33,陰平,,,,,,,,
117,k,iɔŋ,33,陰平,k,iɔŋ,44,陰平,k,iɔŋ,55,陰平,k,iɔŋ,55,陰平,,,,,,,,,,,,,k,ioŋ,33,陰平,,,,,k,ioŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,k,yøŋ,54,陰平,k,œŋ,533,陰平,k,yŋ,55,陰平,,,,,k,yŋ,44,陰平,k,yŋ,53,陰平,k,yŋ,42,陰平,k,øŋ,332,陰平,k,yŋ,44,陰平,k,əŋ,51,陰平,k,ueiŋ,53,陰平,k,eiŋ,53,陰平,k,œyŋ,52,陰平,k,œyŋ,54,平,k,œyŋ,54,陰平,k,œyŋ,33,陰平,,,,,,,,,k,uoŋ,33,陰平,k,oŋ,55,陰平,,,,,,,,,k,iuŋ,33,陰平,k,iuŋ,55,陰平,,,,
119,k/k,iɔŋ/iŋ,33/33,陰平/陰平,k,iɔŋ,44,陰平,k,ɪŋ/iɔŋ,55,陰平,k,iɔŋ,55,陰平,,,,,,,,,,,,,k,eŋ,33,陰平,,,,,k,eŋ,33,陰平,,,,,k,ioŋ,33,陰平,k,eŋ,33,陰平,,,,,k,oŋ,33,陰平甲,k,oŋ,213,陰平,k,yøŋ,54,陰平,k,œŋ,533,陰平,k,yŋ,55,陰平,k/k,øyŋ/uŋ,55/55,陰平/陰平,k,yŋ,44,陰平,k,yŋ,53,陰平,k,yŋ,42,陰平,k,øŋ,332,陰平,k,yŋ,44,陰平,k,əŋ,51,陰平,k,ueiŋ,53,陰平,k,eiŋ,53,陰平,k,œyŋ,52,陰平,k,œyŋ,54,平,k,œyŋ,54,陰平,k,œyŋ,33,陰平,k,iɤŋ,33,陰平,k,iam,553,陰平,k,iuŋ,33,陰平,k,oŋ,55,陰平,k,oŋ,55,陰平,k,oŋ,55,陽平,k,eŋ,33,陰平,k,iuŋ,55,陰平,,,,
121,0,iɔŋ,24,陽平,0,iɔŋ,13,陽平,0,iɔŋ,24,陽平,0,iɔŋ,213,陽平,,,,,,,,,0,ioŋ,55,陽平,0,ĩẽ/ioŋ,55,陽平,0,ioŋ,55,陽平,0,ioŋ,55,陽平,0,ioŋ,55,陽平,l,oŋ,55,陽平,0,ioŋ,24,陽平,0,ioŋ,44,陽平,0,ioŋ,11,陽平,0,ioŋ,11,陽平,h,yøŋ,24,陽平,h,œŋ,13,陽平,0,yŋ,33,陽平,,,,,0,yŋ,52,陽平,0/h,yŋ,55,陽平,0,yŋ,21,陽平,j,ouŋ,22,陽平,0,øŋ,22,陽平,,,,,ɦ,ueiŋ,42,陽平,ɦ,eiŋ,334,陽平,h,œyŋ,31,陽平乙,0,œyŋ,21,上,0,œyŋ,21,上聲,0,yɛiŋ,31,陽平,0,iɤŋ,21,陽平,0,iam,41,陽平,ʔ,iuŋ,12,陽平,0,ioŋ,31,陽去,0,ioŋ,33,陽平,0,ioŋ,11,陽去,z,uŋ,55,陽平,0,iuŋ,22,陽平,,,,
122,,,,,,,,,,,,,,,,,,,,,,,,,0,ioŋ,55,陽平,,,,,0,ioŋ,55,陽平,,,,,0,ioŋ,55,陽平,l,oŋ,55,陽平,0,ioŋ,24,陽平,0,ioŋ,44,陽平,0,ioŋ,11,陽平,0,ioŋ,11,陽平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ʔ,iuŋ,12,陽平,0,ioŋ,31,陽去,0,ioŋ,33,陽平,0,ioŋ,11,陽去,z,uŋ,55,陽平,,,,,,,,
125,h,iɔŋ,24,陽平,h,iɔŋ,13,陽平,h,im/ɪŋ/iɔŋ,24,陽平,h,iɔŋ,213,陽平,,,,,h,ioŋ,24,陽平,h,ioŋ/eŋ,55,陽平,h,eŋ/ioŋ,55,陽平,h,eŋ/ioŋ,55,陽平,h,eŋ/ioŋ,55,陽平,h,eŋ/ioŋ,55,陽平,h,ioŋ,55,陽平,h,ioŋ,24,陽平,h,ioŋ,44,陽平,h,oŋ,11,陽平,h,ioŋ,11,陽平,h,yøŋ,24,陽平,h,œŋ,13,陽平,,,,,h/h,uŋ/yŋ,51/51,陽平/陽平,x,yŋ,52,陽平,h,yŋ,55,陽平,x,œŋ/yŋ,21,陽平,h,øŋ,332,陰平,x,øŋ,22,陽平,x,əŋ,33,陽平,x,ueiŋ,21,上聲,x,eiŋ,334,陽平,h,œyŋ,31,陽平乙,x,œyŋ,21/22,上/陰去,x,œyŋ,33/21,陰去/上聲,x,œyŋ,31,陽平,x,iɤŋ,21,陽平,h,am,41,陽平,ʔ,aŋ,12,陽平,0/h,ɛŋ/oŋ,55/31,陰平/陽去,h,oŋ,31,陽去,h,oŋ,11,陽去,h,iuŋ,55,陽平,,,,,,,,
126,h,im,24,陽平,h,im/iɔŋ,13,陽平,h,im/iɔŋ,24,陽平,h,im/iɔŋ,213,陽平,,,,,,,,,h,im,55,陽平,h,im,55,陽平,h,iŋ,55,陽平,h,iŋ,55,陽平,h,iŋ,55,陽平,h,im,55,陽平,h,im,24,陽平,h,im,44,陽平,h,oŋ,11,陽平,h,ioŋ,11,陽平,h,yøŋ,24,陽平,h,œŋ,13,陽平,h,yŋ,33,陽平,,,,,x,yŋ,52,陽平,h,yŋ,55,陽平,x,yŋ,21,陽平,h,øŋ/eiŋ,332/22,陰平/陽平,x,øŋ,22,陽平,x,əŋ,33,陽平,x,ueiŋ,33,陰去,x,eiŋ,334,陽平,h,œyŋ,31,陽平乙,x,œyŋ,22,陰去,x,œyŋ,33,陰去,x,œyŋ,31,陽平,x,iɤŋ,21,陽平,h/ʃ,am/iam,41,陽平,ʔ,iuŋ,12,陽平,h,oŋ,31,陽去,h,oŋ,31,陽去,h,oŋ,11,陽去,h,im,55,陽平,,,,,,,,
128,,,,,,,,,,,,,,,,,,,,,,,,,m,aŋ,11,陽去,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,,,,,,,,,,,,,kʰ,iɔŋ,55,陰平,,,,,,,,,,,,,,,,,,,,,k,ioŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,yŋ,53,陰平,,,,,k,øŋ,332,陰平,,,,,,,,,,,,,k,eiŋ,53,陰平,,,,,,,,,kʰ,œyŋ,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,iuŋ,22,陽平,,,,
136,,,,,,,,,,,,,k,iɔŋ,55,陰平,,,,,,,,,,,,,,,,,,,,,k,ioŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,k,yøŋ,54,陰平,,,,,,,,,,,,,,,,,kʰ,yŋ,53,陰平,k,yŋ,42,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,kʰ,œyŋ,54,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,k,iuŋ,55,陰平,,,,
140,k/k/kʰ,iɔŋ/iŋ/iŋ,24/24/24,陽平/陽平/陽平,k,iŋ/iɔŋ,13,陽平,k/kʰ,iɔŋ/ɪŋ,24,陽平,k,iɔŋ,213,陽平,,,,,k,oŋ,24,陽平,k/kʰ,eŋ/ioŋ,55,陽平,k/kʰ,eŋ/ioŋ,55,陽平,k/kʰ,ioŋ/eŋ,55,陽平,k/kʰ,eŋ/ioŋ,55,陽平,k/kʰ,eŋ/ioŋ,55,陽平,k,ioŋ,55,陽平,kʰ,ioŋ,24,陽平,,,,,kʰ,oŋ,11,陽平,kʰ,oŋ,11,陽平,k,yøŋ,24,陽平,k,œŋ,13,陽平,k,yŋ,33,陽平,k,yŋ,51,陽平,k,yŋ,52,陽平,k,yŋ,55,陽平,k,yŋ,21,陽平,k,øŋ,22,陽平,k,øŋ,22,陽平,h/k,əŋ,33,陽平,g/k,ueiŋ,42/33,陽平/陰去,k,eiŋ,334,陽平,k,œyŋ,31,陽平乙,k,œyŋ,21/22,上/陰去,k,œyŋ,33/21,陰去/上聲,k,œyŋ,31,陽平,kʰ,iɤŋ,21,陽平,k,iam,41,陽平,k,iɛŋ,12,陽平,k/kʰ,oŋ,33/31,陽平/陽去,k/kʰ,oŋ,33/31,陽平/陽去,k,ioŋ,55,陽平,kʰ,iau/iuŋ,55,陽平,kʰ,iuŋ,22,陽平,,,,
143,p,aŋ,24,陽平,p,aŋ,13,陽平,h/p,ɔŋ/aŋ,24,陽平,p,aŋ,213,陽平,,,,,,,,,p,aŋ,55,陽平,p,aŋ,55,陽平,p,aŋ,55,陽平,p,aŋ,55,陽平,p,aŋ,55,陽平,pʰ,aŋ,33,陰平,p,aŋ,24,陽平,,,,,h,oŋ,11,陽平,p,aŋ,21,陰去,h,ɒŋ,24,陽平,,,,,h,uŋ,33,陽平,,,,,x,uŋ,52,陽平,h,uŋ,55,陽平,x,uŋ,21,陽平,h,ouŋ,22,陽平,,,,,,,,,b,əŋ,42,陽平,β,oŋ,41,第九調,p,oŋ,31,陽平乙,p,ɔŋ,21,上,p,ɔŋ,21,上聲,pʰ,ɔuŋ,31,陽平,pʰ,ɤŋ,21,陽平,pʰ,ã,41,陽平,p,aŋ,12,陽平,h,oŋ,31/33,陽去/陽平,h,oŋ,33,陽平,0,aŋ,55,陽平,p,aŋ,55,陽平,pʰ,ɤŋ,22,陽平,,,,
150,h/h,ɔŋ/uaŋ,33/33,陰平/陰平,h,ɔŋ,44,陰平,h,ɔŋ,55,陰平,h,ɔŋ,55,陰平,,,,,h,oŋ,33,陰平,h,oŋ/uaŋ,33,陰平,h,uaŋ/oŋ,33,陰平,h,oŋ/uaŋ,33,陰平,h,oŋ,33,陰平,h,uaŋ/oŋ,33,陰平,h,uaŋ/oŋ,33,陰平,h,oŋ/uaŋ,33,陰平,h,oŋ,33,陰平,h,uaŋ,33,陰平甲,h,oŋ/uaŋ,213,陰平,h/p,ɒŋ/uĩ,54,陰平,h/p,ɒŋ/ue,533,陰平,h,uŋ,55,陰平,h,uŋ,55,陰平,x,uŋ,44,陰平,h/pʰ,uŋ,53,陰平,x,uŋ,42,陰平,h,ouŋ,332,陰平,x,uŋ,44,陰平,p/x,yɔŋ/əŋ,51,陰平,x,əŋ,53,陰平,p/x,iɔŋ/oŋ,53,陰平,h/p,oŋ,52,陰平,x,ɔŋ,54,平,x,ɔŋ,54,陰平,x,ɔuŋ,33,陰平,f,ɤŋ,33,陰平,h,ã,553,陰平,h,uoŋ,33,陰平,h,oŋ,55,陰平,h,oŋ,55,陰平,h,oŋ,33,陰平,h,uaŋ,33,陰平,f/p,ɤŋ/iɔŋ,55,陰平,,,,
151,,,,,,,,,,,,,,,,,,,,,,,,,h,oŋ/uaŋ,33,陰平,,,,,h,oŋ/uaŋ,33,陰平,,,,,h,oŋ/uaŋ,33,陰平,h,oŋ,33,陰平,h,oŋ/uaŋ,33,陰平,h,oŋ,33,陰平,h,uaŋ,33,陰平甲,h,uaŋ/oŋ,213,陰平,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,h,uoŋ,33,陰平,h,oŋ,55,陰平,h,oŋ,55,陰平,h,oŋ,33,陰平,h,uaŋ,33,陰平,,,,,,,,
152,h/p,ɔŋ/ŋ̩,33/33,陰平/陰平,h,ɔŋ,44,陰平,h/p,ɔŋ/ŋ,55,陰平,,,,,,,,,,,,,,,,,p,aŋ/uŋ,33,陰平,,,,,p,aŋ/uŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,,,,,h/p,ɒŋ/uĩ,54,陰平,h/p,ɒŋ/ue,533,陰平,,,,,,,,,x,uŋ,44,陰平,h,uŋ,53,陰平,x,uŋ,42,陰平,h,ouŋ,332,陰平,,,,,,,,,ɦ,iŋ,42,陽平,,,,,h,ioŋ,41,陽入,x,ɔŋ,54,平,x,ɔŋ,54,陰平,x,ɔuŋ,33,陰平,f/p,ɤŋ,33,陰平,,,,,h,uoŋ,33,陰平,h,oŋ,55,陰平,,,,,,,,,p,uŋ,33,陰平,f,ɤŋ,55,陰平,,,,
157,,,,,,,,,h,aŋ/ɔŋ,55,陰平,,,,,,,,,,,,,,,,,h,oŋ,33,陰平,,,,,,,,,,,,,,,,,,,,,h,oŋ,33,陰平,,,,,,,,,h/pʰ,ɒŋ,54,陰平,h/pʰ,ɒŋ,533,陰平,h/pʰ,uŋ/ouŋ,55,陰平,,,,,x,uŋ,44,陰平,h,uŋ,53,陰平,,,,,,,,,,,,,,,,,x,əŋ,53,陰平,,,,,h,oŋ,52,陰平,x,ɔŋ,54,平,x,ɔŋ,54,陰平,,,,,,,,,h,ã,553,陰平,h,uoŋ,33,陰平,h,oŋ,55,陰平,,,,,,,,,h,uŋ,33,陰平,,,,,,,,
165,tsʰ,iɔŋ,33,陰平,tsʰ,iɔŋ,44,陰平,tsʰ,iɔŋ,55,陰平,s/tsʰ,iɔŋ,55,陰平,,,,,,,,,tsʰ,oŋ,33,陰平,tsʰ,oŋ,33,陰平,tsʰ,oŋ,33,陰平,tsʰ,oŋ,33,陰平,tsʰ,oŋ,33,陰平,tsʰ,ioŋ,33,陰平,tsʰ,oŋ,33,陰平,,,,,tsʰ,oŋ,33,陰平甲,tsʰ,oŋ,213,陰平,tsʰ,yøŋ,54,陰平,tsʰ,œŋ,533,陰平,tsʰ,yŋ,55,陰平,,,,,tsʰ,yŋ,44,陰平,tsʰ,yŋ,53,陰平,tsʰ,uŋ,42,陰平,tsʰ,ouŋ,332,陰平,tsʰ,yŋ,44,陰平,tʰ,əŋ,51,陰平,tsʰ,əŋ,53,陰平,tʰ,eiŋ,53,陰平,tsʰ,œyŋ,52,陰平,tsʰ,œyŋ,54,平,tsʰ,œyŋ,54,陰平,tsʰ,œyŋ,33,陰平,tsʰ,ɤŋ,33,陰平,,,,,tsʰ,iuŋ,33,陰平,tsʰ,oŋ,55,陰平,tsʰ,oŋ,55,陰平,tsʰ,oŋ,55,陽平,tsʰ,uŋ,33,陰平,tʃʰ,ɤŋ,55,陰平,,,,
172,l,iɔŋ,24,陽平,l,ɔŋ,13,陽平,l,iɔŋ,24,陽平,l,iɔŋ,213,陽平,,,,,,,,,l,oŋ,55,陽平,l,oŋ,55,陽平,l,oŋ,55,陽平,l,oŋ,55,陽平,l,oŋ,55,陽平,l,oŋ,55,陽平,l,oŋ,24,陽平,,,,,l,oŋ,11,陽平,l,oŋ,11,陽平,l,yøŋ,24,陽平,l,œŋ,13,陽平,l,yŋ,33,陽平,,,,,l,yŋ,52,陽平,l,yŋ,55,陽平,l,uŋ,21,陽平,,,,,l,øŋ,22,陽平,l,əŋ,33,陽平,l,ueiŋ,33,陰去,l,eiŋ,334,陽平,l,œyŋ,31,陽平乙,l,œyŋ,22,陰去,l,œyŋ,33,陰去,l,œyŋ,31,陽平,l,iɤŋ,21,陽平,,,,,l,ioŋ,12,陽平,l,oŋ,31,陽去,l,oŋ,31,陽去,l,oŋ,55,陽平,l,uŋ,55,陽平,l,iuŋ,22,陽平,,,,
